PERMNO,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,R0,R1,R2,R3,R4
10629,-1.7008300397729626e-06,-1.5939498613073432e-06,5.630947268830399e-07,2.8654843237097818e-06,2.2487903190393677e-06,-3.945373062949407e-06,3.4564600396630466e-06,-5.004865788392011e-06,-7.239839294551394e-06,9.319720125243167e-06,-5.256332762679908e-06,-2.3723176278720143e-06,-4.121025064882131e-06,-8.776838268238517e-06,7.177443426654618e-07,8.742746118113193e-14,-5.155597878548639e-12,-0.00016854470734427125,0.0005802537189360555,0.0028515659297434393
10645,-4.2172599730096255e-06,-1.5604767187465396e-05,-2.738966253858792e-06,1.208174537644628e-06,4.3795444601123736e-05,-8.276438009707885e-07,-2.515038411010138e-05,9.789958489741883e-07,-3.5337799245205665e-06,1.3680874074422861e-05,-1.8001956314646666e-05,8.06923690774817e-06,-1.4570925788032293e-05,-7.199432185085428e-05,-2.635797459738201e-06,8.239345773308985e-16,2.615286146600943e-13,-4.790243288034842e-05,0.0001551237289521134,3.876369942854703e-06
10656,-4.136761498069683e-06,4.351518509217345e-06,2.5419198471826418e-06,-2.8764895454701475e-07,5.756343706781995e-06,4.279729199560379e-06,-1.1026080455029467e-05,-8.834951593866009e-07,-1.6489245943843387e-06,5.3988455514412225e-06,-7.645875973970667e-06,5.0993310197307304e-08,-1.7959971575952177e-05,-1.5997687439686623e-05,-2.4247895315900936e-05,-8.284019778339275e-15,-5.796094771888527e-12,-0.00021585519506882273,0.0008056375495249492,0.0001829238241157172
10693,-2.5169807497270776e-06,-4.2774464807554375e-08,-5.186039637963864e-06,3.15422594604122e-07,2.958313421532273e-06,-1.2373617159781816e-05,1.0910376016785877e-07,-2.576399090771334e-05,3.4348279008025977e-06,1.306984024424314e-06,-9.589801873147409e-06,-7.98544704243081e-06,-1.162922798788065e-05,-1.3011322037941886e-05,2.470900295051354e-06,2.6260145075836666e-14,-9.00499133279854e-12,-0.00021966445653146612,0.0006995018508332267,0.0016739713821573904
10696,-3.135344648657423e-06,-6.648373586675824e-07,-3.3927204226014644e-06,-3.062875045248364e-07,1.16822820038828e-06,2.9975806354270626e-06,3.7292072525461595e-07,-1.1908219042688859e-06,5.915176249148785e-06,-2.5888449911726765e-06,1.2886084098549356e-05,-8.934277261038519e-07,-7.041140716172474e-06,-1.3525648203317819e-05,2.818509687081722e-06,8.918787309402643e-15,-6.658691837833365e-12,-0.00017654222246291055,0.0005847770467625582,0.0005222518501634376
10777,-1.909309865592572e-06,-2.4658723556366444e-07,-2.3236186983964253e-06,1.908277564404044e-06,2.0505850764694896e-06,2.660683818538651e-06,4.214293735711462e-06,-7.4406683199947315e-06,-2.206001906826375e-06,-2.8374644901958244e-06,-1.1892063142705686e-06,1.1813369710798705e-06,-6.574823750495481e-06,-1.3614014869407499e-05,3.0744049057518515e-06,6.65114201553124e-15,-6.257384285654971e-12,-0.000159564535344012,0.0004831642179022064,0.004188038812583349
10812,-6.596024933928837e-07,-3.102700927552843e-06,-7.303209938153052e-06,6.531974484709128e-06,9.549047771062755e-06,2.738379016670668e-06,4.953133259981469e-06,-3.818133746352803e-06,-1.6103241196888294e-06,5.637277415068257e-06,-1.2730713263628e-05,-1.3211175200901497e-05,-3.400152887776047e-05,-6.480333187904974e-06,-1.585519629712786e-05,-3.244604329356421e-14,-1.0079135356555181e-11,-0.00019170225205151456,0.0007475866804209933,6.0761342529998536e-05
10838,5.548836168652303e-07,8.176630845834839e-06,-9.974425524686276e-06,1.691004473144465e-05,3.6785417839994336e-05,-4.685911262074677e-06,-8.996361498695666e-06,1.0967543800305276e-06,-1.544981503717928e-05,-1.4139091032456395e-05,1.4535049212870716e-05,1.499398516184679e-05,-5.155643399128609e-05,-3.549257456368556e-05,2.1541420418770197e-05,8.681310799820285e-06,-0.03589212479974779,-0.00299873624472892,-0.06907909026765992,-0.0010634588963876566
10860,-7.614606908056673e-07,-8.573621158761262e-06,-7.598175348490537e-06,-1.874961764885247e-06,3.048972479294905e-06,6.8888841074104335e-06,5.919917168688876e-06,-5.6326535736045345e-06,4.579532641430887e-06,1.81402741180789e-05,-4.533659364197071e-06,-1.6050810001758254e-05,-5.621659098004485e-07,1.263532493832203e-05,-4.011385942243163e-06,-5.058199640087094e-13,-1.4499479548271843e-10,-0.0035997159747935964,0.0152317827688145,0.0003427489982272738
10866,-8.646239763024595e-07,-2.2019029653300884e-06,1.6156238796501215e-06,2.9334371633724806e-06,1.4641290095041328e-06,8.893900542363585e-06,-3.958482740196033e-06,8.545338940706674e-07,1.2927976541797208e-06,-9.491110549913539e-06,-7.345387240247693e-06,-5.4162383279957666e-06,-1.7544969295454935e-05,-8.738131841865216e-06,-1.2086654844131335e-06,-6.985429590222258e-15,-5.247261399352841e-12,-0.00015269448283813014,0.0005165524474969013,0.00027029764248722517
10874,-1.6968235725628368e-06,-4.613248229441055e-06,-3.3323187123564513e-06,3.3839580955071045e-06,4.624180442278066e-06,2.759108034563497e-06,-6.228728835066249e-06,-2.835800403645623e-06,7.77588437257473e-06,2.6572554426225913e-05,-7.09876787657134e-06,-5.724878201299486e-06,-6.198236714914801e-06,-7.597213013928586e-06,1.1098555734867665e-05,-2.056488093594694e-14,-8.137551345270765e-12,-0.00021725237762449366,0.0007876281640338088,0.0004035508479723864
10886,2.8364886895506813e-06,-8.044353898210042e-07,-3.5102461404133156e-06,1.3194554982106652e-05,-1.5346194677623145e-05,1.0952879606975979e-05,-6.331700066376855e-06,-1.128720737928557e-05,-9.51290217377127e-06,4.391866032321252e-06,-4.193132281185533e-06,-1.6579390461237966e-05,-1.5275863009854692e-05,-1.4403831991652872e-05,1.0451418099788152e-05,1.6406607509439046e-13,2.414360067537184e-12,0.00011852603359745304,-0.0006373377106642439,0.0007916044625345584
10890,-1.141198858031356e-06,1.2173289440196558e-06,2.271549304532264e-06,-1.5517441416867405e-06,5.630057090303118e-06,-5.700812042866709e-06,-3.9781918954345264e-06,2.760256131964775e-07,1.8252710413220954e-05,-4.688926701944741e-06,-7.646690038435245e-06,6.328763148230984e-06,-2.2557893285434078e-05,-1.3183659344267217e-05,2.1162782150959883e-05,3.430938289234101e-14,5.845756505666274e-12,9.446001020485114e-05,-0.0004735736720862274,-0.0013274218976445185
10892,-1.4699762298555265e-06,-7.242405100981499e-07,5.850149866205086e-06,1.9228339485413277e-06,2.4563139031164427e-06,-2.566195627290077e-07,-1.7590547699857312e-06,-5.299842337977419e-06,4.8182527371849065e-06,8.263330037319936e-06,3.7910828265141017e-06,-1.0887314130224863e-05,-4.25458733966619e-06,-6.313737055947737e-06,1.370670680600119e-05,8.658905554399569e-14,-7.333130680287152e-12,-0.00019973662782206438,0.0006541255108657148,0.0036611511575844096
10932,-3.025206376845804e-06,-3.2522737804514147e-06,-1.7691719561364732e-06,-9.797205590610337e-07,2.561238884348075e-06,-4.066044560057847e-06,7.2642774304927e-06,-5.4579515030885395e-06,-1.3195606218086787e-05,1.4235509247272784e-05,-1.9185364934590716e-06,-5.7187064167535124e-06,-1.38864954670953e-05,-8.662681090772774e-06,1.2141206943885089e-06,1.3158809045680014e-13,-7.181673509700249e-12,-0.00019585762524753045,0.0006475755477836721,0.003631266742915419
10933,-1.655381122346899e-06,-6.895097433280596e-08,4.165506425673043e-07,2.3988647885504687e-06,2.3724801878727658e-06,1.7978123281318866e-06,3.4557683280272235e-06,4.6634820168840545e-06,-4.702117877725795e-07,2.4539215434962305e-07,3.186467132215735e-06,4.923156193654118e-06,-7.512302366954823e-06,-9.04242521996085e-06,1.3432373007021603e-05,2.4669844175085517e-14,-7.13048895966213e-12,-0.0002481839431908152,0.0009753327545945277,0.0008606620669032619
11006,1.6774547954905804e-06,-1.6996338493581622e-06,-1.662183967320341e-05,5.191316841378962e-06,2.118802364543293e-06,1.4220805579860867e-07,4.980899066516788e-06,-1.3464061867414318e-06,-4.088352173530853e-06,-5.594801368953851e-06,-8.012196587736338e-06,-1.2151394152806335e-05,-2.2564243783228824e-06,5.120261803698124e-07,1.3998902072287316e-05,1.5749312722556148e-13,-5.7600461886490275e-12,-0.00014340268327311278,0.0003947159064406212,0.0044447573317031395
11018,-1.793504763325232e-06,-9.307770819442029e-06,3.8552994952961906e-07,-5.7752944090371776e-05,-5.522593742197114e-06,-2.148382295608215e-05,1.7540717229551874e-05,-1.1990283862052111e-05,-2.30129735096645e-05,-2.1396427708930744e-06,-1.830124106287041e-05,-1.3355443572733654e-05,-2.3241479710974662e-05,-2.4037012649253566e-05,-1.9702037019275434e-05,1.1304287569284367e-13,-1.900426726974741e-13,-2.9829679529409154e-05,3.855295742418352e-05,0.002636943126387823
11043,-9.108164903882135e-07,5.532977025229902e-06,5.083645539394492e-06,-5.757685918236304e-06,-4.132536450014884e-06,1.0408246581726886e-05,-2.2687564899921933e-05,-3.132432322837149e-07,2.027710907263383e-06,1.0234225553572133e-05,-3.1040859128999215e-06,2.076541836192179e-06,1.840766537429362e-05,-4.715869659855158e-06,-2.765811403643396e-05,-1.5410136977584607e-14,-1.033434142491366e-11,-0.0002753929410721821,0.0010392671032331173,0.00010857540558446712
11144,2.2497361988503457e-06,-8.541968390481973e-06,-4.1614583168916545e-06,-3.5134538620912183e-06,7.090792838098798e-07,1.4586661586416634e-05,2.410535668653809e-06,-1.6121872925717407e-06,6.766107305323783e-06,-5.416077688193712e-06,3.4093181337983367e-06,1.276799109664217e-05,-1.0478281383560776e-05,-1.3394129337711594e-05,-9.3731327014348e-06,-3.2245018652507865e-14,-2.7834423402211755e-11,-0.0007513775927272795,0.0031192179510383003,0.00028536685657596267
11154,-2.2386796737075657e-06,-4.952949286662455e-06,-6.686419888344137e-06,-7.893199872478376e-06,6.444601904410385e-06,1.575973981740429e-05,1.4410072822253211e-06,-4.6697831319636114e-06,3.9556061956326603e-05,-6.722720547419125e-06,3.6391809670932464e-06,-9.938745355390417e-06,-7.399856690192132e-06,-8.021538244381274e-06,-1.0068413603297493e-05,-1.5887463100105554e-14,-8.476207748289196e-12,-0.00019464260420064218,0.0007778488584514174,3.5903792406521196e-05
11174,3.5974177816148795e-06,-6.032316995902045e-06,-2.1834563491487384e-06,-3.534624232157368e-07,-2.258110352912494e-06,1.1624079479813269e-05,-2.4317933425000486e-05,3.049884688025249e-07,-2.387154461263046e-06,1.4682812233220575e-06,-1.2224040936471849e-05,-1.4259749299553344e-06,3.4569385622575884e-06,-5.569149512677849e-06,-5.703455596404368e-06,-1.188591139428008e-13,-3.315495573718944e-12,-0.00013678019962352412,0.0004902177457562724,0.00014037698339509165
11208,1.0253954499582709e-06,6.558662087855933e-07,2.1979786180170915e-06,-5.118159986719267e-05,-8.259299152431397e-06,-3.158216698913408e-05,2.423304451024374e-05,2.1699430318444704e-07,-1.5939404702351185e-05,2.3530172388461023e-05,1.7684645721658276e-06,8.304631948110907e-07,-7.251784374326629e-07,-3.4829608642523767e-06,-4.3046464774857355e-06,7.694348470219893e-14,-3.094282106441374e-11,-0.0008039138107480846,0.0032316421439422304,0.002878605335884143
11267,-1.2764342248747108e-06,-3.5323436041739368e-06,3.929487457627315e-06,3.4701622011211747e-06,-2.6453967131471973e-07,6.313288228762177e-06,-5.089134018190351e-07,-1.0349340384601719e-06,3.330611908409127e-06,-3.518562743766605e-06,8.625041041878361e-06,-2.03702392727829e-06,-5.757488938509543e-06,-7.146030263211039e-06,-9.083275210420258e-06,-3.064718649943212e-14,-5.2714472208448635e-12,-0.00016882689569641302,0.0006173542125669752,1.3881839698656085e-05
11285,-2.0338880371224295e-06,-3.2304464298685537e-06,-3.3850406324157456e-06,5.048617927668785e-06,1.6717303535968532e-06,1.1122736151765892e-06,2.2587253271552744e-06,-1.3597202178381133e-06,8.48377455310086e-06,-5.233114966727186e-06,-8.101405018516191e-06,-1.4868653302112922e-05,1.0162745631669716e-05,-5.951066683204091e-06,-9.870864421610133e-06,6.560541273985291e-15,-5.035162891167996e-12,-0.00015963065169997072,0.0005306305067667139,0.003091509593329289
11293,-2.445377945060069e-06,-4.715915749773701e-06,-2.522859262963942e-06,1.1897014901029915e-06,-1.5877864468636077e-06,-2.416508359057257e-06,4.788220983510033e-06,3.350311071539242e-07,-4.49557546077652e-06,5.636126335610569e-06,9.182904309143442e-08,4.241943192818939e-07,-9.539227057629881e-06,-5.588346302200378e-06,6.6661449615955314e-06,6.066556683788424e-14,-4.755069501087422e-12,-0.00015469048562949308,0.0005310425998408313,0.0027213119154609225
11308,-2.67946097031902e-06,3.221514542780564e-07,-1.3161209307206318e-06,-1.7296662650761155e-06,-2.0235646366311916e-06,9.474929414362035e-06,3.7421439151796374e-06,-8.980142871511365e-07,-2.3679332928120343e-06,-2.5899872150221225e-06,8.55034994330671e-07,3.5141392201945855e-07,-5.962377117223274e-06,-7.709592389329443e-06,1.1947707681327741e-05,1.8763239176196322e-14,-1.110232022243852e-11,-0.0002896771800379653,0.0010604961706427735,0.0006376713844495752
11369,-2.2230707447071282e-07,-6.787148342107668e-07,-1.3981273718357296e-06,1.0893227406202293e-05,-3.355289225986128e-07,-2.310560202344596e-06,8.633143764972002e-06,-4.489366513117961e-06,-5.911651492533192e-06,1.079928815861694e-05,-8.45452007045225e-06,-5.136906644590693e-07,-1.3101222687794386e-05,-4.609359284368158e-06,2.1839331423930933e-06,5.274694763785616e-14,-5.986269884847745e-12,-0.00019556117631077462,0.0007119714691495352,0.0025884076494447667
11370,9.425826011863643e-08,2.6807110023704112e-06,-3.924597027610307e-06,-9.134953512762162e-06,-1.829501952269072e-06,-1.2108988187341183e-05,-5.131011133108502e-06,8.165995025492636e-06,5.67092124728141e-07,1.614604576407268e-07,8.53840304333531e-06,-4.1689051843981235e-06,-1.4779534728120717e-05,-2.012853992418835e-05,-4.251709203635768e-05,-7.484091764397682e-14,-3.527260168402482e-11,-0.0009096541930718103,0.003725515819242003,0.000277195102831044
11379,-2.904621609424472e-06,4.81775964778298e-06,6.144345797919403e-06,1.2829518746440348e-05,6.065284976839006e-06,-2.8126790157484193e-05,9.467981149124897e-06,-4.8895992766292e-06,7.292235780223103e-06,2.3758013174878816e-05,-3.0832497068288233e-07,-8.554543832089856e-06,1.709585176710458e-05,-8.943773861893363e-06,-8.47814876390977e-06,1.0912613681263919e-13,1.3579837548683776e-11,0.00044920191593008057,-0.0020654877104048877,0.0005232433936616748
11397,-1.2634847208479387e-06,-1.6403480560962336e-06,-2.566415571205471e-06,-5.22431531390982e-07,1.8823764905460152e-06,-6.345159361834976e-06,-9.655804823144454e-06,-1.2475788050259722e-06,1.505703258404035e-06,1.1824890076527867e-05,-6.147912310707591e-06,-9.097719671326414e-06,-2.831317906858658e-06,-1.0239996745949309e-05,3.4015465788895207e-06,6.052126578517192e-14,-6.340021522581723e-12,-0.00017538509020286096,0.0005599560208552752,0.0037502254019956597
