PERMNO,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,R0,R1,R2,R3,R4
23819,-1.1372052053523894e-06,1.2011688672382452e-06,-1.3710789362147785e-06,3.3869203757491456e-06,1.5212255137854916e-05,-1.046768129086149e-05,3.90672599665661e-06,6.758904907474619e-06,-2.7457150787772523e-06,8.522089455797568e-06,-1.3681607274538283e-05,-6.743447115097002e-06,-7.762131555931286e-06,-4.232265646917781e-08,1.5308128401084032e-05,-1.2292164500394405e-13,-4.458757065909558e-11,-0.0010591991944213358,0.0044035937013788525,0.00033001850784938815
23835,-3.7956941216864496e-06,9.238658249262604e-07,-5.715354643653104e-06,1.5622357728282108e-07,5.812968452018227e-07,-1.4392624549488822e-05,-1.0272025724791035e-06,-3.5707953360347226e-06,3.080977775691228e-06,-1.8841145410266521e-06,-3.8543537771884126e-05,-1.1418163444854261e-05,-4.692766342962887e-06,-1.564236852482001e-05,5.355353921699289e-06,5.171976337748403e-14,-1.2289361419818798e-11,-0.00020651568134594678,0.0007857842590111481,0.0005514140914892898
23887,3.5712595266470704e-07,-1.000119906890347e-05,-3.861595519480579e-06,1.5633147718783774e-06,5.421732915636476e-07,8.967487577429993e-06,6.880740306833972e-06,-4.358055449784189e-06,5.252785165666094e-06,1.0793754071926549e-05,-3.818690099513394e-06,-5.456768979361758e-06,6.203959395308901e-06,-2.0982252388539576e-05,-9.394000316277974e-06,7.464729115144205e-13,1.9422906732411898e-10,0.004727666081311187,-0.020228028045208672,0.0007129452977116705
23931,-2.7670435692213122e-06,-2.5130165793934934e-06,-1.439870026897453e-06,-4.700115886026749e-08,-7.048967394709885e-06,1.0760769922720034e-06,4.872624159911076e-06,-1.0679758669789418e-05,2.199502627579185e-06,-1.1332414882601541e-05,-7.476530810839535e-06,-5.437394547826318e-06,6.33274783161626e-07,-4.57513495529639e-06,-3.307737703741117e-07,4.671762690971573e-14,-9.894789940993254e-12,-0.0001930256086427647,0.0007244568049168291,0.0009576550475870671
24010,-5.7727767234207115e-06,-9.494068198254454e-07,-3.891134754280553e-06,3.0678584855152946e-06,-8.709456192615356e-06,1.173082044949537e-06,4.957781157068905e-06,-6.948962447018485e-06,6.139576565222022e-06,-1.8636489296095993e-05,-1.347329083600887e-05,-9.587330543102394e-06,-2.1630186077392198e-06,1.1264847691618024e-06,5.952781279782808e-07,1.7036031097850355e-13,2.8537910378007266e-11,0.0007244318567113629,-0.0032060887849509963,0.0012311878558717252
24053,-3.747271320232739e-06,-2.5961934613283863e-06,-4.481197434444849e-06,-6.230102202809505e-07,-9.204761277380897e-06,6.766579423964529e-06,2.7143308039014595e-06,-6.4814160685227936e-06,4.104352922632828e-06,-6.019976577101983e-06,-4.687893946120175e-06,-1.852127201198252e-06,4.497079292594882e-06,-6.167169287987316e-06,-6.648079930155697e-06,4.2441671186569096e-14,-9.824248036521339e-12,-0.00019946547906399877,0.0007728820346899236,0.0007090172161855517
24109,-3.523404844644177e-06,-1.1335780393660852e-06,-2.888679846524224e-06,1.0634726079595978e-06,-1.3870892021943996e-06,7.82786828999054e-06,6.351826367452195e-07,-1.0736281451709336e-05,1.3010744377076486e-05,-8.277339297278574e-06,-6.3266755867970776e-06,-8.229740941580489e-07,1.0027015715435296e-06,-1.214410977490625e-05,-2.832915307450086e-06,4.4074220255068574e-14,-8.977172289452646e-12,-0.00017165446131789527,0.0006427794874767633,0.0009054384682817485
24205,-3.1351879322363e-06,-1.7136987214935988e-06,-1.8379790155338413e-06,-7.776273804532244e-07,-7.749581245905404e-06,6.0518581021723435e-06,7.218043333296191e-07,-1.1575530275981388e-05,2.298830424369697e-06,-9.858639880126015e-06,-4.6915172544196345e-06,-3.8730616571569785e-06,-1.8947309580451989e-06,-8.128005466868277e-06,-2.8367127472388173e-07,5.702310115673266e-14,-2.5089625268677586e-12,-4.665245145069387e-05,0.00011983017763347643,0.0009452812179245774
24248,-4.666628485409908e-06,-5.661311828861729e-06,-6.441720856928845e-06,-3.8061904277341673e-06,-1.0020010330591924e-05,5.529094706028877e-06,8.876907946162807e-07,-1.0902231969133274e-05,-5.818443465483604e-07,-8.476420089840758e-06,-1.005681304057806e-05,4.064231196481203e-06,-1.685690851557257e-06,-4.527710196278214e-06,-7.643916390519518e-06,4.407509391023132e-14,-8.419803242047757e-12,-0.0001576427265109474,0.0006008155883068111,0.0005550139425933596
24272,-1.1326260510272547e-06,-4.332615523537401e-06,-3.169491631705274e-06,-1.5068999343423293e-06,4.021896803498609e-06,2.8145232187895796e-06,-6.88438612256644e-07,4.032748438088112e-06,-2.764217467071637e-07,6.738740741438119e-09,3.6074443656496856e-06,8.439524602957466e-06,-5.899440160304398e-06,1.9305959660975515e-05,3.212059787248301e-06,3.162050089877997e-14,-1.6219262911147103e-11,-0.0003707608819837737,0.0014575309585782843,0.0008247517632317025
24328,8.45416239050824e-07,-4.013175247583127e-06,-4.12108193707257e-06,1.1226892243626537e-07,2.3505217547278013e-06,-8.904162104176062e-06,3.946580903178631e-06,1.0594908246911118e-05,3.6963721768607165e-06,5.432391342878104e-06,-1.7963072460380673e-05,-1.5144502232026147e-05,-7.431507055948716e-06,-9.795026832140022e-06,1.1763211876062294e-05,-1.7904922241447164e-14,-2.3112132418532947e-11,-0.00037246009184326424,0.0015498758613269044,0.00039727771909576885
24440,-2.064740143625201e-06,-3.176050265260356e-06,-3.900761782181657e-06,-1.702135491372084e-06,-5.5931155857561895e-06,4.690074472818678e-06,8.051472566178006e-07,-4.0766227173939815e-06,2.8632724622477106e-06,-2.782855181296617e-06,-1.098351133124058e-05,-6.516889776519633e-06,9.175339215531626e-07,-1.4811950490114064e-05,-3.754248718233615e-06,3.6247245239324976e-14,-7.014636613282583e-12,-0.00017604541791230776,0.0006823585063173766,0.0006701773419371944
24441,-2.695210530932227e-07,-8.419619547113594e-06,-2.978229038111568e-06,1.838119299985699e-05,4.6707711358287585e-06,1.3825512074099866e-05,1.551978196207894e-05,4.414314812031826e-06,-7.71797809886342e-06,-5.438366624235193e-06,6.019977053257156e-05,1.5236187474446809e-05,-5.513379416539144e-06,-6.484066644428903e-05,-3.523866757563439e-05,-7.0794270096106605e-15,-1.2233599578856648e-12,-8.548740749523779e-05,-4.335231454145669e-05,0.0005651386705631598
24459,-2.6847229395567706e-06,-9.171462575238973e-06,-7.80267657231621e-06,-7.131552631264767e-06,3.539121932032719e-06,-6.079891624534117e-08,2.52492451476594e-06,5.909337130713658e-06,2.3864711962936854e-06,-1.0254052711161408e-05,-2.0465901061266922e-05,-9.988570357820606e-06,-2.588660880281563e-06,-1.4959582846590065e-05,9.26712737753055e-06,-3.607465921175421e-14,-2.8112521955828315e-11,-0.00032032259767558654,0.00011348988674031721,0.020549698317650418
24643,-7.677252888598529e-07,-6.355657311787764e-06,-7.668084787587588e-07,-6.912044248131181e-06,4.715954678758548e-06,2.054055984910669e-05,1.9352232002790754e-07,-2.4314577676955165e-05,1.1952935475348052e-06,6.1525167605304465e-06,-6.278168434611361e-06,-5.380875406929422e-06,-3.0997944090009477e-06,-3.018373836858976e-05,-4.156281390622802e-06,-6.836641712772021e-14,-3.1361330507640975e-11,-0.0007763164080194099,0.0032018254573180096,0.0006851290325956018
24766,-4.9342115463218355e-06,-1.8423668043482e-06,3.808679720631807e-07,-4.5351138998643456e-07,-8.009929315395403e-07,-3.552408612538672e-08,-7.914050768229803e-07,-5.160949844682439e-06,1.0289622543000196e-05,1.4670476184928512e-06,4.430883123168197e-06,4.8224896067110035e-06,-1.080361219131697e-06,-1.1904814495687023e-05,5.974104641559602e-06,-5.648850489451357e-15,-8.13527857299865e-12,-0.00020706678218039654,0.0006794947520633998,0.0008914881536698932
24969,-5.809761517359981e-06,-3.085375807973028e-06,-2.9904118516581998e-06,-2.892419297714048e-06,-7.15422066222587e-06,5.722750324987415e-06,3.081033567354363e-06,-9.885020605517836e-06,4.306103915259446e-06,-1.219251128543838e-05,-1.2462629855884444e-05,-2.4561490161405185e-06,-7.986880680160833e-07,-4.425090372128202e-06,-4.445844227293909e-06,4.91619718207144e-14,-1.1164584334251368e-11,-0.0001988193493947669,0.0007561586603442408,0.0007514373255059028
24985,-4.66890307628448e-06,1.0074350994100559e-06,-5.52102322277055e-06,1.242196814131296e-06,-1.227889952000355e-05,5.157546836317565e-06,2.1752651312784363e-07,1.5252909864009153e-06,8.897884432487128e-06,-9.14798448891905e-06,-1.1491968217041056e-05,-8.577906547599632e-06,-1.4997372964093526e-06,-6.26106092551337e-06,-1.457499465122007e-06,3.5229762918809246e-14,-9.52675513790189e-12,-0.00018022738548978114,0.000684309721875732,0.0008377998072179131
25081,-1.336176582829693e-06,3.009255945418236e-06,1.975575441598582e-06,1.0086702331924532e-06,-1.1312836882080757e-06,-4.307012563088484e-06,8.655283893683128e-06,8.526290947886189e-07,-1.4679940452081436e-05,7.326789348657076e-06,-4.349273291706329e-06,-7.890505433943057e-06,-7.719814043044836e-06,-9.054415407271551e-06,-3.711188672262577e-06,7.519137506098425e-15,-5.302467001977786e-12,-0.00015759390026993483,0.0005129928275409538,0.0034284079024012493
25129,-1.2415181134045794e-06,5.262675616589496e-07,-1.047453413302561e-06,1.0810468032355914e-06,6.926356833335509e-07,-1.031295603662198e-06,5.50981797068561e-06,-1.0853505120555614e-06,-4.864294414088055e-06,6.519128762574185e-06,-5.262693687843534e-06,-5.6100884061472045e-06,-6.1792865836462645e-06,-5.244474004479692e-06,3.433068480923223e-06,3.169928080541403e-14,-4.4328170299299645e-12,-0.00013213982836967898,0.0003835640440996632,0.003773188906449546
25232,-6.983088090807679e-07,-9.70678709090276e-07,-5.440871988186687e-06,3.676075964833632e-06,4.892088412759591e-07,-5.0820013282850735e-06,-2.623721391382083e-06,3.426716538717061e-06,3.842868417696795e-06,1.881012236140335e-06,-1.9443494328050587e-05,-2.915284249206145e-06,-1.2691790422428567e-05,4.454554718866541e-06,4.605678621821608e-06,6.326857244654317e-14,-1.9658516182107647e-11,-0.00024298712788104124,0.0005247380046707064,0.00928503908020344
25304,-4.2499084403542926e-06,-2.521763209489603e-06,-4.074909455698532e-07,1.1101623626992787e-05,1.058210329805507e-05,1.5049465547737304e-05,5.477969257646763e-06,6.117975780098672e-06,4.828709031844884e-06,-3.3689417287971104e-07,-2.576174911823319e-05,-3.235440798910456e-06,-4.637553006035837e-05,-2.7578501635679832e-05,-2.9303165200095794e-06,7.972534223055172e-14,1.5586465061135998e-12,0.00015697567452627992,-0.0008968272371294097,0.0026380734536890606
25320,-2.882557453487666e-06,7.385685123620048e-07,-1.05019978871029e-06,5.2409163054762725e-06,-8.267718347603458e-06,4.065526932831916e-06,8.017124305578398e-07,-7.086663278679173e-07,-2.0548317289593526e-06,-8.501421873474796e-06,1.0067417343593673e-05,1.0558420624569961e-06,-8.63137181487609e-06,-5.4467284364564535e-06,5.648363545288743e-06,-5.979356180721982e-15,-1.364566641963801e-11,-0.00030599491264227433,0.0010087963181764905,0.0014240353605253215
25419,-4.1061638558364315e-08,-1.797163542200619e-06,-1.7372308487679035e-06,-1.9077153654521327e-06,6.598200292518346e-08,4.942256565440479e-06,-2.439063674408092e-06,-6.466179900980051e-07,3.0869992729893216e-05,2.3080139139015308e-06,3.927798480846842e-05,3.8839931100935636e-05,-1.6025992808415153e-05,-2.1804035913261466e-05,1.44455668066003e-06,8.527514729034009e-15,-7.179335059905542e-12,-0.0001874184002273432,0.0006537341509948646,0.0009956247872651542
25452,3.5220783323139624e-06,-2.265231126018169e-06,-1.0109608839211238e-06,-3.0372455652643217e-07,3.3038178654883597e-06,-7.784767704415491e-06,-1.4468438526480627e-05,-1.1341761484921772e-05,-1.3654474225780095e-05,9.936780869926601e-06,-1.721680540169263e-06,-5.825915713605342e-06,4.359902105773546e-06,2.0586727751689097e-06,9.180850935736831e-07,5.78074821573611e-14,2.2592620720332672e-11,0.0005023185164152956,-0.0022206044574114027,-0.0001500163199833842
25487,-3.7759085047299332e-06,-4.156883164806477e-06,-1.009811534661212e-06,-8.432248354770482e-06,7.304838794298772e-06,4.57903783620849e-06,2.8091302658194895e-06,7.114015861608541e-07,1.2455097451060295e-05,1.1315885871698759e-05,7.812967262977243e-06,-1.1984097153535802e-06,-3.2245914749330667e-06,-2.5169086744981897e-05,6.276019562237199e-06,2.321608954889366e-14,-1.7512252279672732e-11,-0.0002131221215105874,0.00029052006907892113,0.012500971475424902
25582,-2.9355645460884847e-06,1.1982218648577178e-06,-2.081782247954954e-06,-1.2570923095691017e-06,2.2281845970083107e-06,6.406577573847441e-06,6.282348465498832e-06,-2.5203966375979943e-06,3.6083023249582274e-06,2.020941795633347e-06,-3.5728058801533266e-06,-5.515618965442958e-06,-1.3748556513800728e-05,-1.2873067946362235e-05,5.843301819020654e-06,8.25152567647602e-15,-9.589013805250038e-12,-0.00028328035320849306,0.0010629634818175814,0.0007795526859611323
25590,-3.513797818432355e-06,-1.496761997004051e-06,-8.192045542327002e-06,-2.5672679297042206e-06,4.290644590994399e-06,-3.324140073111966e-06,3.183375512065383e-08,-4.270182373800698e-07,5.297690668863769e-07,-5.163876547964914e-07,-1.2229569645194414e-05,5.617658266261321e-07,-1.3325707296228017e-06,-1.6962220067185664e-05,1.3756353546752587e-05,5.381077343738687e-14,3.160329479922101e-13,6.497196105586679e-05,-0.0004134817582353302,0.0008066090754345411
25785,-7.394912053551864e-08,-2.4365594884566678e-06,-1.3938773549924743e-06,-4.234755844895639e-07,-1.867625649666341e-06,3.570200023942447e-06,5.323275252089907e-07,4.704440077930333e-06,-5.146089020008132e-06,1.2897810771338288e-05,1.3742579780019953e-05,-1.0767276908249648e-05,-1.8219391383160997e-06,-2.116166895330375e-05,1.0601872156483385e-05,1.1025689833719233e-13,-6.245797702512124e-12,-0.00013526077958742226,0.00034804239546863545,0.0028518701114007713
25953,-5.141186481802918e-06,-1.7101540020751182e-07,-1.4884850604689478e-06,3.0464198956882764e-07,6.800788727024496e-06,2.0961258293965263e-06,3.2508223868269565e-05,-4.353764002233819e-06,-1.9081010765529313e-08,8.227907753680256e-06,-1.3980882209789659e-05,-4.912438059561691e-06,-6.677124045712807e-06,-1.2039249741548125e-05,7.034142192420434e-06,8.508398612500625e-15,-4.475745342823042e-12,-0.0001670306726095066,0.000602589806881915,0.00038331463245811886
26084,1.0674687531258477e-06,1.2839085557590037e-06,1.9106145980497065e-05,-9.654870818873523e-06,1.2866395490234447e-05,-9.48055908752367e-07,1.5580078737390976e-05,1.4914909313747058e-06,-7.623434606636203e-07,-2.4168338920491656e-06,-3.4782344800286786e-07,-9.149753401760764e-06,-3.8029760608947676e-05,-1.8097050690681287e-05,-1.9938481613274846e-05,-3.316761716610361e-14,-5.941896675825514e-12,-0.00021410935849528986,0.0008080698433521817,1.3887741298100696e-05
26201,-1.2363061250684773e-06,-3.7276502730790475e-06,-2.3487719138692399e-07,-4.376841602036194e-06,8.49060499906629e-06,-1.1351320487163789e-05,6.128757870613976e-06,-1.4095839143439246e-07,3.7410512772165383e-06,1.3760156255139614e-05,-1.8021857307668465e-05,-1.7092887842567137e-05,1.7602364479278917e-05,-1.5188589019841519e-05,5.3381982521462944e-06,-2.8142809199355825e-14,-3.0754694054180537e-12,-0.0001670427991355786,0.0006666470547770206,-3.991863318701188e-05
26403,-1.3300100129104622e-06,2.988366565451741e-07,-2.765341372213314e-06,3.4026284343553183e-06,2.175195421443437e-06,1.9336020383774874e-06,1.2551442676031218e-06,4.06629547006309e-06,-1.5065134750662905e-06,8.538029707720682e-07,4.6481223692362916e-05,3.044302941738523e-05,1.8569305377385885e-06,-6.79996170233937e-06,-2.220151974167286e-06,-1.66589341880607e-14,-7.971640924271156e-12,-0.00021772395622571616,0.0008346096865920739,0.00016169079617705552
26614,-2.8138438116494492e-06,-1.9344726809859496e-06,-4.9068838493465e-06,-4.46593315659485e-06,-3.672145224215551e-06,5.3986600199020685e-06,2.7428957188880064e-06,-3.37200279685607e-06,2.519660682846551e-06,-4.122865251265283e-06,-4.167522730265537e-06,1.5217480346537988e-07,-9.998071196189364e-06,-1.9024195242067619e-06,3.6102429934268976e-06,8.631303651850014e-14,-1.3583810290951538e-11,-0.00016913202656908093,0.0006249733100970838,0.0009251793275687548
26650,1.792796570442694e-06,3.7969273670394415e-06,5.748453388597207e-06,7.049116194656723e-07,-1.2332773087820636e-05,1.0350388844382297e-06,-9.729128156541236e-07,-1.1049609968932284e-05,4.156289337222092e-06,4.495718981668346e-06,6.766659660518177e-06,9.202732931995638e-07,-6.598395169131028e-06,-6.1395323781490394e-06,-6.849481099037012e-07,1.792187540326366e-13,-5.811771421208123e-11,-0.0003028924756309262,0.0012189191784920822,0.00041848324099076867
26710,-2.6614282193698748e-06,5.5901434129248636e-08,-4.506319617415502e-06,3.3018324875425357e-06,4.595950407075959e-06,-1.406868613605833e-06,4.369639139388739e-06,-8.221222654896619e-06,-4.082665425304095e-06,2.9723495964738284e-06,1.6741420407909621e-06,2.5265966045887854e-07,-5.935318907772799e-06,-7.303513211345093e-06,-5.381021224269188e-06,2.8951636121063064e-14,-9.879220630876612e-12,-0.00021528586781819218,0.000823757735526895,0.0010785591694186481
26825,-3.816498867352486e-06,5.807333217674311e-07,-6.620116655674048e-07,5.224248608741549e-07,-8.397562274216532e-07,1.1504760574831774e-06,-4.6538697488040346e-06,5.9930343370591614e-06,4.6755523869257424e-07,-2.4819165265088812e-06,-9.973728505554547e-08,-4.2698059296739866e-07,-4.997478547091036e-06,-7.227901009408551e-06,-1.050425137284842e-06,-2.2840126565864928e-14,-3.0572744871180235e-11,-0.0007209617122633303,0.002785722330452947,0.0016471369618486606
27334,-1.9775548218555764e-06,-1.8558841848821995e-06,-5.316673440104375e-06,2.4720740609925934e-06,-7.812186265148375e-07,-2.247271125752096e-06,1.62626069154453e-06,3.1516387477085965e-06,3.4985818883742725e-07,5.026306956869837e-06,-9.022989332287615e-06,-7.545471618185389e-07,-5.8844768275310245e-06,-2.8026047114837946e-06,3.294982693657244e-07,-1.1625335502538921e-14,-5.7477876239182185e-12,-0.00020664039466696622,0.0007880473781710382,0.00011186751595517437
27422,7.70756416949657e-06,-8.231995965867902e-06,-1.4771578311483574e-06,-3.734628676843728e-05,2.4997289607366142e-05,-2.0561380003961015e-05,-8.716969128519869e-06,-1.5972817940646692e-06,1.3266842372293577e-05,4.114304426053497e-05,-4.0489286090396996e-05,-3.322136375269638e-05,-2.619244214719842e-05,-1.994968423312873e-05,-3.125779944353202e-05,2.3567852090245973e-13,-1.1979101516299535e-12,-3.458308327433571e-05,-2.383702038346172e-05,-0.0014985390237182482
27562,2.4399481604291313e-07,6.720858906201675e-07,5.288097690508186e-07,5.09688882069669e-06,-9.425592786920967e-07,-1.4485989282397808e-06,-7.85161267855759e-06,1.2977295307622763e-05,-5.374770942952727e-06,4.224090467719405e-06,1.3663261907274657e-05,-4.276431554427035e-06,2.516418760848281e-07,-7.436820896721368e-06,-2.7957501398329684e-06,-1.6600693044649434e-14,-7.702331867057345e-12,-0.00020235588567800813,0.0006690360113760089,0.00037000137696923584
27618,-8.486738711785032e-06,-3.8385457592912915e-06,-3.32647136235503e-07,4.027104141393424e-06,-9.183822908012928e-06,-3.866508731955682e-06,4.416976721777639e-06,-1.7684754363493054e-05,-5.126599767367766e-06,1.5449907060216655e-05,-1.4023532715827482e-06,-2.2976102891645618e-05,-7.800418800940106e-06,5.410761892988008e-07,5.1943438855804414e-06,-7.628221277708168e-15,-1.1231388967259754e-11,-0.00032316673540705584,0.0012198065685978612,0.0015113265326665403
27633,-1.956723627322518e-06,-5.047612296667894e-06,-4.930055485536121e-06,1.9405638455956972e-06,1.8318958461350202e-06,7.74222329878663e-06,1.0722981798819237e-06,-8.14023567015109e-07,-5.097101879187581e-06,1.5500829543599283e-05,5.590990474204565e-07,-1.2809527027782925e-06,-6.768725039018239e-05,-2.9870351907233558e-05,-3.835600851851529e-06,3.2158587741278324e-14,-1.2987204496634416e-11,-0.0001440445852468054,0.00046305940438374273,0.001700353982080599
27684,-2.857394482728743e-06,-6.284904341781207e-06,-1.4682262017900584e-06,-1.720742731097111e-06,4.427319355119079e-06,2.2417153494185035e-06,1.423552999767863e-06,-3.358532558976185e-07,4.444973096103429e-06,1.3781640907562397e-06,-2.2542668175528656e-06,-6.175483047178355e-06,4.5884811282905297e-07,-1.8063494374145726e-05,4.3113209970465965e-06,1.2150397037940068e-14,-3.1040329416720697e-12,-0.0001229601807654445,0.00039823436890769684,0.00034815773434835744
27828,-2.936008195285932e-06,-2.6617933994900276e-06,-1.0525738442645738e-06,8.056219784011073e-07,2.7070447181248525e-06,6.09946682377883e-06,-6.3962139071017985e-06,-5.1507429411294446e-05,1.284111244409591e-05,1.1888785436360558e-06,5.562038839244732e-06,-7.837077741065424e-06,-9.941958483828554e-07,-2.1964299610192076e-05,-6.558991326684301e-06,2.296522078839778e-14,-2.2111836366628386e-12,-6.460128243300739e-05,0.00016090338662648555,0.0010351365907532153
27887,-2.069310673604574e-06,-1.341769834412994e-06,1.3042825428482441e-07,-3.977402382627048e-06,2.083901738608757e-06,-2.001489520541366e-06,3.502610046284466e-06,-1.3986299057744022e-06,-1.021191031109865e-06,8.913266354660211e-07,-2.376372636276428e-06,-4.462713741250538e-06,-7.89382920783007e-06,-9.820973716832715e-06,3.5275072831412274e-06,5.921138975428799e-14,-2.5351996242041526e-11,-0.0006141433443902719,0.002488564253262818,0.0008003234994554247
27888,-1.444991892202523e-06,1.550062265624633e-07,-1.6220671740821317e-06,-2.1005107268661357e-07,7.780991575819444e-06,-5.521517869403475e-06,7.386047578457416e-06,-3.548016950333781e-06,-1.1709748388380151e-05,6.198548481240578e-06,-1.3254313802297053e-05,-5.899154860480985e-06,-3.4114637909975422e-06,-6.582645169604035e-06,-3.1567815772496367e-06,-8.643685514868493e-16,-6.4074419881310644e-12,-0.00014966048741885324,0.0004876594036320973,0.0036301673038755607
27909,2.4005382658665066e-06,8.180428943602861e-07,2.2801356035562619e-07,8.1833169683666e-06,-3.4682670632109984e-06,3.770846384317117e-06,-1.579315127786818e-06,3.261485349862124e-06,8.008432187569638e-06,-1.274595769249979e-05,-2.00730936235619e-05,-2.1576134242551613e-05,-4.267833317823938e-06,-1.01118302662524e-05,1.4515668665769014e-05,-3.259578378374871e-14,-6.827950968006035e-12,-0.00019235267349182808,0.0007163412791825696,-3.0686700417571955e-05
27959,-3.2362089423720233e-06,-2.3720269535872053e-06,-2.319424170761142e-06,-1.9260309521135913e-06,-7.685500945334903e-06,8.575258745784501e-06,2.3345973490483423e-07,-6.290396388139684e-06,3.7142767878130804e-06,-1.53820412891569e-05,-7.40261469273858e-06,-2.450797853364394e-06,-4.039723551046715e-06,-1.0956658367729198e-05,-8.33771633992999e-06,6.003909505988013e-14,-1.0112646506803046e-11,-0.00020756881183242828,0.0008091971779524787,0.0007032816491895398
27983,-2.3334328214460763e-06,-4.089547215776246e-06,-6.846987198960113e-06,-5.39274787860154e-06,6.65673659294934e-06,-5.12965978989061e-06,1.7349151629148712e-06,-1.0602213998509632e-05,1.4046311710244705e-05,1.7948457573271867e-05,-2.014872330115803e-06,4.754916785729933e-06,-3.2187960817855884e-06,-1.2891082895407915e-05,3.5963278945248995e-06,-6.82619020068729e-14,-3.185810980284387e-11,-0.0008401165210753293,0.003473974522106155,0.0005636709795834516
27991,-3.4237813523401335e-06,-1.8997818916808492e-06,-5.6971908391454734e-06,1.9021528723361854e-06,-1.2659635236348752e-05,5.44438841289251e-06,1.4792319923416744e-06,-1.0026675236185788e-05,3.7171235213831067e-06,-9.151000588360726e-06,-5.663778828672308e-06,-5.6656407473207825e-06,5.976686464562469e-07,-1.4740253597369735e-06,-1.4162947065371124e-06,2.5199626477751005e-14,-9.80005494649609e-12,-0.00018060362268611412,0.0006966376563854247,0.0008139482727471971
28118,-6.156239233197826e-08,-1.3321490053662061e-06,-1.6049943514328442e-06,-4.465369995404207e-06,-3.0178630277625018e-06,-8.579464993138492e-06,-7.42772945849373e-06,8.409924775918593e-07,-1.3669701930577841e-05,-5.017536510986569e-06,-8.194523524032147e-07,-3.983856114673681e-06,1.6288648744743095e-06,-4.3688460973574016e-06,1.073986240950088e-05,-4.101355624708015e-14,4.875605052204401e-12,5.7043711300924244e-05,-0.00037111279535688793,0.000877975060308425
28222,-3.2838339294377944e-06,-1.4466515309793818e-06,-3.445052051511726e-06,-1.0726314261241968e-06,1.6157567892566477e-06,1.8012224968540168e-06,-2.5525875010098474e-06,7.366673203327185e-08,4.074124760490547e-06,-3.177937448200196e-06,2.1234548568490195e-06,-7.442328027064138e-06,-2.8635726717809555e-06,-1.2817336909080469e-05,4.5100363261105775e-06,1.158733155917942e-15,-9.959888719853594e-12,-0.0002266233575172108,0.0008591173808027161,0.0003673337051128945
28345,-8.292797686430394e-07,1.1037406436358177e-06,-2.5158783926452857e-06,1.5790341919648416e-06,8.209827534343578e-06,-1.1487490875792686e-05,5.505369429411045e-06,6.97970294787614e-06,3.0643477407301094e-06,1.3984004845727428e-05,-8.541583159350496e-06,-4.396386252933072e-06,-1.577191213660666e-05,-3.680689769727388e-05,8.791892315494258e-06,-1.0242070387353942e-13,-3.0970041926208e-12,1.3503526963171827e-05,-0.00014939850205226158,0.0002461214864893798
28484,-8.883186771803265e-07,4.512981611203248e-07,-6.586294269823415e-06,-6.48567320532507e-07,1.3093741129013814e-05,-8.354722217805856e-06,4.230845949231604e-06,1.1875791012535995e-06,1.986157561929167e-06,-4.6142359546496095e-06,-2.648367621621197e-06,-1.3741013613197139e-05,1.919409649406548e-06,-1.647562256748042e-05,8.647323843643215e-06,5.156877724832138e-14,-3.0572146949761254e-12,9.939514155540671e-05,-0.0004816114863231458,0.00012029785921787455
28564,-5.0182534950195566e-06,-4.421283533786463e-06,-2.35164519968171e-06,2.82158484645644e-06,2.7434320338830037e-07,-1.2868853983945692e-06,2.7063761472509157e-06,9.9212736543857e-07,7.728956849785326e-06,-6.976711095547498e-06,-9.844527064865366e-06,-4.6303921443820975e-06,-6.198670997161468e-06,-1.4821526705202777e-05,4.015558565341267e-06,-1.1425559394711831e-14,-6.556472172597283e-12,-0.00021753778776655236,0.0008436676958228752,8.701571294501708e-05
28804,-2.495504122471484e-07,-1.4806929674029377e-06,1.0118335249420346e-05,3.3577890160734795e-06,-1.8184381580007583e-06,6.7607711790916925e-06,-2.7072048549120158e-06,-8.481177678312764e-06,1.8534102258847788e-05,3.760408550797639e-05,1.8588279271726308e-05,-1.8731957816952029e-06,-3.8067146160721804e-05,-3.239300864698128e-05,1.6923375138271775e-05,-1.932917426726041e-14,-6.135497566372301e-12,-0.00014184526659056446,0.0004920127273680735,0.0005759889271072292
29209,-1.7938940097702177e-06,-3.4254204013681693e-06,-2.7899786337331293e-06,-2.1123519894614454e-06,5.604991766425444e-06,1.7288022642228394e-06,-2.4136343938050104e-08,-1.6194677018305164e-06,7.045645297641014e-06,4.217521985209857e-06,-1.6102995715886456e-06,-3.096902459356315e-06,2.8530309529119945e-06,-2.106183898178468e-05,9.160040207471166e-06,2.1228934846995392e-14,-3.382286093892269e-12,-0.00013183997472703964,0.0004311047649850457,0.0005863258898256906
29612,-3.4089308014228616e-06,-1.66711534716099e-06,5.284105132770054e-07,-4.219490145012267e-06,7.260453880438662e-07,3.467582805888656e-07,3.53778123829846e-06,8.967518152882782e-06,-7.431157145167098e-07,-6.542492136832372e-06,-1.1588337331537239e-05,-8.248593047643538e-06,-9.364652407691055e-06,-1.829054119461487e-05,-3.6889699848719384e-06,5.780770295977525e-16,-3.81634658887208e-12,-0.0001629317569499338,0.0005635637330267255,0.00014014774327493896
