,permno,bm,pe_exi,npm,cfm,roa,roe,GProf,totdebt_invcap,capital_ratio,debt_ebitda,lt_debt,cash_debt,fcf_ocf,de_ratio,at_turn,staff_sale,ptb
1502,14953,0.315,29.976,0.022,0.054,0.144,0.074,0.414,0.559,0.405,2.88,0.416,0.062,-1.137,1.634,1.207,0.0,2.121
1503,15065,0.162,-20.87,-0.493,-0.462,0.11,-0.13,-0.147,0.324,0.339,2.287,0.447,0.092,0.638,1.147,0.352,0.0,8.692
1504,15046,0.189,-28.247,-1.332,-1.325,-0.299,-0.245,0.115,0.086,0.086,-0.35,0.549,-1.024,-6559227240.681702,0.17,0.189,0.0,7.719
1505,15293,0.125,-10.082883013420306,-15.686034353749585,-15.471987031916925,-0.0059824823465507914,0.357,0.23426163190324248,0.0,0.0,9543569931394.81,0.0,-0.11520414454104635,-6559227240.681702,0.039,0.8067880899309279,0.18635358057792428,26.884
1506,15068,0.25,121.368,0.01,0.087,0.133,0.049,0.23,0.02,0.041,0.112,0.03,0.557,0.048,1.438,1.056,0.297,4.308
1507,15011,1.229,-1528.0,-0.031,-0.015,0.009,-0.005,0.022,0.0,0.0,0.0,0.0,0.005,0.955,3.746,0.028,0.379,0.928
1508,15075,0.296,-0.521,-15.686034353749585,-15.471987031916925,-0.629,-0.587,0.0,0.162,0.147,-0.273,0.598,-0.822,-6559227240.681702,0.288,0.8067880899309279,0.18635358057792428,0.584
1509,15126,0.9592069949524183,-14.44,-0.073,-0.019,0.047,-0.42010901806070894,0.489,3.48,3.325,11.127,0.369,-0.143,-6559227240.681702,-3.874,0.975,0.0,3.857438108783013
1510,15119,0.052,-15.278,-0.338,-0.306,-0.282,-0.777,0.654,0.359,0.329,-0.621,0.204,-0.032,-6559227240.681702,2.402,0.879,0.0,15.672
1511,15287,0.189,-183.33,-26.803,-26.694,-1.044,-1.251,0.0,0.008,0.0,-0.007,0.0,-3.199,-6559227240.681702,0.219,0.033,0.18635358057792428,5.553
1512,15016,0.802,-48.926,-0.332,-0.326,-0.106,-0.248,0.238,0.21,0.121,-2.042,0.334,0.01,0.024,0.411,0.324,0.0,0.727
1513,15071,0.153,82.22,0.028,0.072,0.153,0.098,0.276,0.563,0.56,2.315,0.489,0.154,0.875,2.602,1.051,0.0,7.56
1514,15087,0.533,-8.598,-0.176,-0.058,0.003,-0.121,0.365,0.284,0.217,75.42,0.3,0.018,0.268,0.922,0.536,0.0,1.694
1515,92089,0.667,4.706,0.154,0.25,0.083,0.24,0.096,0.398,0.359,4.703,0.665,0.012,0.476,0.843,0.656,0.06,0.997
1516,88871,2.363,-0.498,-1.678,-0.462,-0.207,-0.375,-0.178,0.165,0.165,-0.567,0.385,-0.11520414454104635,-0.988,0.512,0.192,0.0,0.357
1517,15072,0.17,-6.155,-0.658,-0.585,-0.247,0.355,0.373,0.029,0.008,-0.069,0.009,-0.034,-6559227240.681702,0.935,0.477,0.0,6.893
1518,85875,0.997,12.238,0.251,0.296,0.028,0.088,0.04,0.713,0.407,5.789,0.105,0.018,0.892,6.509,0.046,0.213,1.028
1519,15028,0.205,-5.057,-0.385,-0.368,-0.185,-1.199,-0.008,0.0,0.0,0.0,0.0,-0.739,-6559227240.681702,2.371,0.43,3.333,4.102
1520,15221,0.469,-13.251,-15.686034353749585,-15.471987031916925,-0.465,-1.545,0.0,0.119,0.102,-0.446,0.363,-0.948,-6559227240.681702,0.313,0.8067880899309279,0.18635358057792428,2.57
1521,76544,0.415,-39.143,-0.017,0.049,0.095,-0.051,0.328,0.445,0.286,3.079,0.364,0.227,-0.268,1.099,1.464,0.0,2.122
1522,15110,0.467,-515.0,-0.004,0.255,0.011,0.249,0.01,0.579,0.543,54.419,0.926,0.246,0.722,1.286,0.33,0.0,2.227
1523,15128,0.102,-4.212,-2.259,-2.2,-0.986,-1.021,0.011,0.0,0.0,0.0,0.0,-0.988,-6559227240.681702,0.852,0.418,0.0,9.918
1524,15590,0.51,20.6,0.039,0.065,0.181,0.232,0.389,0.607,0.544,2.587,0.598,0.117,0.455,1.998,1.547,0.0,2.188
1525,15108,0.11,-27.187,-0.423,-0.335,-0.203,-0.211,0.473,0.0,0.0,0.0,0.0,-0.273,-6559227240.681702,0.259,0.537,0.0,8.737
1526,15180,0.879,11.607,0.253,0.273,0.029,0.125,0.042,0.36,0.35,2.748,0.088,0.023,0.933,6.143,0.05,0.268,1.221
1527,83671,0.565,15.243,0.027,0.043,0.14,0.143,0.591,0.214,0.21,0.935,0.241,0.08,0.821,1.106,2.499,0.0,2.028
1528,15132,0.684,-122.09,-15.686034353749585,-15.471987031916925,-0.594,-0.467,0.0,0.035,0.024,-0.058,0.112,-1.63,-6559227240.681702,0.216,0.8067880899309279,0.18635358057792428,1.284
1529,15134,0.3,-10.322,-24.606,-24.33,-0.767,-0.456,0.0,0.013,0.013,-0.022,0.035,-0.82,-1.618,0.369,0.019,0.18635358057792428,3.695
1530,15125,0.431,-49.681,-403.03,-399.42,-0.237,-0.177,-0.203,0.0,0.0,0.0,0.0,-13.783,-6559227240.681702,0.023,0.001,0.0,3.287
1531,12622,0.9592069949524183,14.119,0.053,0.117,0.248,-0.42010901806070894,0.254,1.333,1.363,3.854,0.753,0.118,0.528,-4.984,1.239,0.451,3.857438108783013
1532,76201,0.267,21.847,0.258,0.29,0.155,0.196,0.331,0.434,0.275,2.051,0.437,0.346,0.968,0.866,0.456,0.0,4.122
1533,15090,1.524,-3.129,-0.341,-0.261,0.05,-0.194,0.295,0.009,0.0,0.158,0.0,-0.041,-2.935,0.086,0.548,0.0,0.691
1534,15091,1.089,18.327,0.052,0.092,0.101,0.031,0.133,0.314,0.314,3.229,0.713,0.064,-0.273,0.642,0.46,0.0,0.723
1535,87053,0.691,6.862,0.577,0.591,0.04,0.291,0.221,0.0,0.0,0.0,0.0,0.079,-1.537,0.045,0.457,0.0,1.671
1536,14773,0.423,15.09,0.025,0.033,0.176,0.204,0.235,0.358,0.264,1.053,0.229,-0.122,0.878,1.568,2.968,0.0,2.947
1537,76207,0.701,-51.188,-0.006,0.02,0.031,-0.019,0.345,0.058,0.058,1.088,0.078,0.437,-0.661,0.79,1.885,0.0,1.056
1538,15292,0.108,-195.0,-15.686034353749585,-15.471987031916925,-0.005,-0.42010901806070894,0.0,0.0,0.0,0.0,0.0,-0.063,-6559227240.681702,0.054,0.8067880899309279,0.18635358057792428,23.978
1539,15223,0.435,-1.964,-15.686034353749585,-15.471987031916925,-0.559,-0.641,0.0,0.016,0.016,-0.036,0.269,-0.11520414454104635,-6559227240.681702,0.061,0.8067880899309279,0.18635358057792428,1.062
1540,93087,8.791,-0.039,-0.097,-0.087,-0.105,-0.995,0.271,3.575,0.0,-4.074,0.0,-0.115,-6559227240.681702,7.176,1.642,0.0,0.143
1541,15164,0.201,-74.556,-0.013,0.059,0.223,-0.42010901806070894,0.181,0.753,0.597,2.488,0.472,0.143,0.625,3.135,0.911,0.276,2.112
1542,76360,0.478,-60.0,-0.018,0.023,0.051,-0.032,0.162,0.095,0.029,2.236,0.111,0.318,-1.409,0.272,1.353,0.327,1.606
1543,15433,0.462,-5.725,-3.767,-3.688,-0.717,-1.06,-0.569,0.016,0.0,-0.025,0.0,-1.306,-6559227240.681702,0.16,0.182,0.0,2.711
1544,15264,0.655,80.011,0.005,0.086,0.128,0.016,0.205,0.673,0.693,4.473,0.72,0.056,0.037,3.142,0.692,0.0,1.655
1545,89369,0.332,40.322,0.353,0.368,0.537,0.37,0.657,0.002,0.002,0.004,0.021,2.856,0.784,0.094,0.866,0.0,2.923
1546,90069,0.106,-2.128,-322.5,-283.25,-0.963,-3.549,0.003,0.0,0.0,0.0,0.0,-6.222,-6559227240.681702,0.327,0.003,0.0,7.715
1547,15168,0.666,39.741,0.035,0.07,0.125,0.047,0.234,0.225,0.284,1.456,0.498,0.167,0.808,0.797,0.778,0.0,1.493
1548,15176,0.182,-21.342,-0.25,-0.234,-0.199,-0.133,0.601,0.306,0.277,-1.773,0.622,-0.313,-6559227240.681702,0.617,0.76,0.0,5.145
1549,17073,1.643,-3.466,-0.726,-0.123,0.015,-0.109,0.038,0.034,0.034,1.69,0.098,0.562,-0.362,0.363,0.12,0.0,0.533
1550,15167,0.182,-42.581,-0.066,0.044,0.224,-0.169,0.32,0.088,0.003,0.322,0.004,0.193,-1.099,0.806,1.04,0.247,4.587
1551,15177,0.528,-7.367,-15.686034353749585,-15.471987031916925,-0.0059824823465507914,-0.006,0.0,0.0,0.0,0.0,0.0,-0.11520414454104635,-6559227240.681702,0.024,0.8067880899309279,0.18635358057792428,2.0
1552,15184,0.346,-70.534,-2.108,-2.103,-0.28,-0.378,-0.257,0.174,0.118,-0.513,0.272,0.086,0.96,0.493,0.131,0.0,2.74
1553,15285,0.581,-3.771,-824.17,-820.21,-0.702,-0.451,0.001,0.075,0.116,-0.335,0.299,-0.999,-6559227240.681702,0.442,0.001,0.0,1.744
1554,15172,0.144,-3725.5,-3.845,-3.71,-0.687,-0.801,0.1,0.595,0.538,-0.864,0.723,-0.599,-6559227240.681702,1.613,0.183,0.0,10.737
1555,15220,0.24,39.535,0.156,0.206,0.205,0.094,0.318,0.374,0.352,2.142,0.77,0.244,0.697,0.706,0.47,0.0,1.208
1556,15183,0.187,-21.679,-9.122,-8.866,-0.291,-0.047,-0.237,0.0,0.0,0.0,0.0,0.295,-0.126,0.207,0.027,0.0,6.401
1557,15374,0.43,-153.27,-4.81,-4.663,-0.745,-6.925,0.036,0.882,0.796,-1.219,0.782,-0.578,-6559227240.681702,4.981,0.15,0.0,1.33
1558,79013,0.52,10.368,0.276,0.335,0.03,0.138,0.05,0.497,0.032,1.858,0.004,0.017,0.904,8.422,0.052,0.348,2.007
1559,15144,0.575,22.059,0.027,0.104,0.264,0.077,0.465,0.021,0.0,0.049,0.0,0.674,0.342,0.6,2.037,0.0,1.628
1560,15401,0.212,22.825,0.191,0.231,0.214,0.199,0.371,0.683,0.359,2.569,0.49,0.452,0.065,1.145,0.571,0.0,5.837
1561,15398,0.397,13.4,0.013,0.059,0.094,0.022,0.208,0.979,0.487,6.78,0.461,0.219,-0.591,2.058,0.932,0.0,2.086
1562,90053,0.273,19.4,0.034,0.042,0.239,0.236,0.763,0.279,0.191,0.537,0.14,0.064,0.959,1.69,2.399,0.0,3.822
1563,77486,0.708,-3.694,-1.464,-1.257,-0.287,-0.322,0.104,0.0,0.0,0.0,0.0,-1.36,-6559227240.681702,0.114,0.213,0.0,1.778
1564,76330,1.114,-57.75,-0.003,0.002,0.032,-0.021,0.514,0.345,0.0,6.11,0.0,0.212,0.957,0.81,3.647,0.0,1.127
1565,76230,0.559,36.983,0.067,0.153,0.097,0.062,0.351,0.242,0.201,1.89,0.393,0.27,0.871,0.641,0.605,0.0,2.342
1566,76461,0.725,9.667,0.133,0.148,0.206,0.141,0.519,0.0,0.0,0.0,0.0,-0.357,-6559227240.681702,0.131,0.943,0.0,1.267
1567,89948,0.673,30.121,0.469,0.484,0.056,0.047,0.091,0.0,0.0,0.0,0.0,5.035,0.542,0.034,0.098,0.0,1.373
1568,15198,0.699,-2.802,-13.251,-12.519,-0.494,-0.179,-0.016,0.028,0.018,-0.063,0.245,-4.223,-6559227240.681702,0.073,0.034,0.0,1.627
1569,15217,0.686,23.557,0.144,0.167,0.016,0.076,0.034,0.585,0.523,6.693,0.104,0.012,0.895,10.575,0.04,0.37,1.587
1570,15271,0.049,-10.082883013420306,-15.686034353749585,-15.471987031916925,-0.0059824823465507914,0.689,0.23426163190324248,0.0,0.0,9543569931394.81,0.0,-0.11520414454104635,-6559227240.681702,0.037,0.8067880899309279,0.18635358057792428,41.954
1571,15218,0.601,-11.213,-15.686034353749585,-15.471987031916925,-0.908,-1.128,0.0,0.0,0.0,0.0,0.0,-6.75,-6559227240.681702,0.243,0.8067880899309279,0.18635358057792428,0.959
1572,15508,0.031,-10.082883013420306,-15.686034353749585,-15.471987031916925,-1.672,-0.42010901806070894,0.0,0.0,0.0,0.0,0.0,-4.013,-6559227240.681702,0.692,0.8067880899309279,0.18635358057792428,16.175
1573,15178,1.279,-35.375,-0.142,-0.104,0.014,-0.034,0.03,0.354,0.354,7.21,0.116,-0.002,-6559227240.681702,4.713,0.035,0.395,0.964
1574,15266,0.789,-10.082883013420306,-15.686034353749585,-15.471987031916925,-0.0059824823465507914,-0.116,0.23426163190324248,0.001,0.0,9543569931394.81,0.0,-0.11520414454104635,-6559227240.681702,0.002,0.8067880899309279,0.18635358057792428,1.266
1575,11644,1.385,-0.53,-2.56,-1.372,-0.18,-0.868,-0.18,0.679,0.679,-3.072,0.849,0.286,-2.826,2.486,0.15,0.0,0.707
1576,76261,0.224,15.908,0.137,0.155,0.206,0.172,0.246,0.0,0.0,0.0,0.0,0.399,0.904,0.439,0.857,0.602,5.003
1577,15263,0.516,-9.12,-0.14,-0.103,-0.11,-0.008,0.707,0.509,0.291,-2.853,0.31,-0.18,-6559227240.681702,1.325,1.344,0.0,0.817
1578,76858,3.569,-10.082883013420306,-0.147,-0.12,0.044,-0.394,0.42,2.14,0.507,12.219,0.163,-0.063,0.983,6.319,0.884,0.0,0.282
1579,15315,0.221,-19.79,-0.066,0.035,0.042,-0.27,0.232,0.71,0.766,8.713,0.43,0.063,0.624,7.619,0.46,0.0,5.775
1580,15400,0.9592069949524183,-567.67,-0.002,0.023,0.225,-0.42010901806070894,0.492,1.073,1.064,3.159,0.589,0.096,0.75,-28.115,1.155,0.0,3.857438108783013
1581,76224,1.174,13.689,0.03,0.049,0.093,0.062,0.16,0.007,0.007,0.06,0.023,0.352,0.714,0.287,1.577,0.0,0.803
1582,15382,0.327,-3725.5,-2.343,-2.3,-0.298,-0.113,-0.245,0.528,0.405,-1.429,0.444,-0.552,-6559227240.681702,1.534,0.131,0.0,3.064
1583,77256,0.86,15.152,0.207,0.266,0.024,0.092,0.047,0.474,0.397,3.943,0.085,0.016,0.855,7.71,0.049,0.371,1.306
1584,15272,0.203,36.115,0.089,0.095,0.179,0.171,0.398,0.0,0.003,0.027,0.002,0.087,0.763,1.031,1.433,0.0,6.164
1585,14543,0.9592069949524183,17.186,0.016,0.026,0.209,-0.42010901806070894,0.482,3.387,3.172,3.236,0.455,0.06,0.778,-3.21,3.284,0.0,3.857438108783013
1586,76279,0.52,26.333,0.016,0.02,0.068,0.072,0.207,0.034,0.033,0.262,0.036,0.086,-2.294,0.945,2.384,0.0,1.785
1587,15489,1.116,39.8,0.008,0.037,0.056,0.02,0.32,0.0,0.0,0.004,0.0,0.04,-1.481,0.892,1.273,0.0,0.605
1588,76477,0.448,46.721,0.03,0.053,0.072,0.113,0.143,0.468,0.452,3.887,0.419,0.084,0.638,1.971,0.875,0.0,2.773
1589,76478,0.711,22.73,0.078,0.112,0.102,0.063,0.252,0.081,0.049,0.571,0.107,0.235,0.811,0.479,0.628,0.284,1.417
1590,15395,0.284,29.163,0.112,0.286,0.228,0.09,0.371,0.301,0.299,0.931,0.401,0.504,0.138,1.065,0.609,0.0,3.639
1591,90608,0.194,27.0,0.038,0.065,0.155,0.203,1.562,0.209,0.144,0.548,0.088,0.228,0.81,1.921,2.447,0.0,4.81
1592,15291,0.254,-16.52,-0.22,-0.145,0.035,-0.28,0.436,0.206,0.195,4.66,0.315,0.119,0.207,0.77,0.608,0.0,2.39
1593,15381,0.369,-3725.5,-4.756,-4.584,-1.851,-0.513,0.001,0.071,0.103,-0.204,0.072,-0.875,-6559227240.681702,1.584,0.346,0.0,1.996
1594,15397,0.897,45.925,0.016,0.026,0.059,0.023,0.237,0.1,0.094,1.121,0.15,0.137,0.817,0.691,1.04,0.0,1.108
1595,15650,0.594,7.235,0.16,0.174,0.254,0.231,0.263,0.0,0.0,0.0,0.0,3.194,1.0,0.144,1.319,0.796,1.984
1596,15490,0.467,-73.4,-0.021,0.057,0.112,-0.046,0.533,0.0,0.0,0.0,0.0,0.071,-4.774,0.32,1.503,0.0,2.786
1597,79037,0.506,20.917,0.051,0.076,0.14,0.102,0.693,0.201,0.165,1.023,0.305,0.233,0.728,0.648,1.215,0.0,2.084
1598,15415,1.328,-269.0,-0.132,0.122,0.03,-0.009,0.046,0.425,0.417,13.945,0.757,0.015,-31.458,0.945,0.041,0.0,0.819
1599,78071,0.516,-3725.5,-0.465,-0.449,-0.439,-0.707,0.298,0.013,0.005,-0.02,0.009,-0.934,-6559227240.681702,0.556,0.888,0.0,1.809
1600,15270,0.751,25.825,0.148,0.188,0.024,0.054,0.041,0.122,0.084,0.755,0.014,0.005,0.391,6.803,0.046,0.368,1.596
1601,15305,0.238,-10.082883013420306,-15.686034353749585,-15.471987031916925,-0.377,-0.403,0.0,0.0,0.0,0.0,0.0,-3.718,-6559227240.681702,0.042,0.8067880899309279,0.18635358057792428,3.076
1602,15282,0.202,-195.42,-0.891,-0.882,-0.069,-0.093,-0.057,0.0,0.0,0.0,0.0,0.405,0.96,0.839,0.162,0.615,7.357
1603,15294,0.9592069949524183,-75.657,-15.686034353749585,-15.471987031916925,-0.729,-2.424,0.0,1.141,3.391,-0.846,0.359,-0.386,-6559227240.681702,-3.955,0.8067880899309279,0.18635358057792428,3.857438108783013
1604,15228,1.408,-92.462,-0.007,0.039,0.087,-0.016,0.633,0.0,0.0,0.0,0.0,-0.029,-6559227240.681702,0.462,1.373,0.426,1.138
1605,15286,0.646,-8.114,-15.686034353749585,-15.471987031916925,-0.382,-0.032,0.0,0.0,0.0,0.0,0.0,-2.374,-6559227240.681702,0.047,0.8067880899309279,0.18635358057792428,2.1
1606,15284,0.276,-13.04,-7.637,-7.515,-0.481,-0.08,0.0,0.082,0.059,-0.17,0.208,-2.442,-6559227240.681702,0.303,0.054,0.18635358057792428,4.508
1607,15436,0.967,-408.65,-15.686034353749585,-15.471987031916925,-0.954,-1.772,0.0,0.0,0.0,0.0,0.0,-0.922,-6559227240.681702,0.168,0.8067880899309279,0.18635358057792428,0.945
1608,15283,0.241,-4.486,-0.648,-0.615,-0.367,-0.726,0.413,0.061,0.03,-0.093,0.036,-0.635,-6559227240.681702,0.855,0.6,0.0,3.459
1609,15302,0.168,8.844,0.098,0.139,0.103,0.459,0.105,1.987,0.613,4.872,0.146,0.097,0.867,10.807,0.214,0.117,6.534
1610,76529,0.883,9.048,0.197,0.228,0.034,0.123,0.066,0.304,0.165,1.241,0.025,0.016,-0.46,7.761,0.07,0.374,1.044
1611,76515,0.58,-140.82,-0.008,0.123,0.086,-0.01,0.107,0.788,0.774,6.442,0.646,0.1,-0.439,5.295,0.39,0.0,1.534
1612,15367,0.128,-29.778,-3.161,-3.151,-0.509,-2.024,-0.015,0.0,0.067,-0.783,0.19,-0.188,-6559227240.681702,0.377,0.083,0.0,3.052
1613,76504,0.714,16.318,0.329,0.381,0.025,0.096,0.034,0.383,0.254,2.881,0.054,0.015,0.98,6.245,0.039,0.196,1.462
1614,15370,1.168,-6.293,-15.686034353749585,-15.471987031916925,-0.519,-0.093,0.0,0.0,0.0,-0.002,0.0,-0.367,-6559227240.681702,0.1,0.8067880899309279,0.18635358057792428,1.866
1615,15399,0.067,27.289,0.012,0.042,0.1,0.049,0.419,0.526,0.484,2.884,0.375,0.18,0.592,2.499,1.631,0.0,17.507
1616,15371,0.205,-25.701,-15.686034353749585,-15.471987031916925,-0.371,-0.068,0.0,0.094,0.096,-0.438,0.419,-1.036,-6559227240.681702,0.254,0.8067880899309279,0.18635358057792428,6.096
1617,15466,0.43,-15.256,-0.046,0.009,0.106,-0.118,0.25,0.715,0.708,5.291,0.728,0.027,-0.101,3.326,0.679,0.0,1.657
1618,91902,0.726,14.976,0.063,0.103,0.107,0.089,0.177,0.013,0.011,0.065,0.013,0.163,0.617,0.866,0.781,0.0,1.339
1619,15363,0.446,22.352,0.056,0.084,0.129,0.186,0.196,0.642,0.621,3.483,0.587,0.1,0.82,2.791,0.858,0.0,2.107
1620,15378,0.533,-83.407,-15.686034353749585,-15.471987031916925,-0.443,-0.022,0.0,0.098,0.047,-0.235,0.266,-1.423,-6559227240.681702,0.185,0.8067880899309279,0.18635358057792428,1.801
1621,15372,0.936,-8.488,-0.39,-0.334,-0.239,-0.051,0.0,0.112,0.082,-0.505,0.179,-0.11520414454104635,-6559227240.681702,0.499,0.434,0.18635358057792428,1.086
1622,76568,0.044,26.925,0.106,0.182,0.251,0.8,0.385,0.991,0.963,2.899,0.745,0.226,0.691,34.566,0.954,0.25,26.112
1623,15435,0.724,15.096,0.238,0.27,0.029,0.108,0.051,0.011,0.0,0.05,0.0,0.016,0.895,6.978,0.054,0.376,1.463
1624,15428,0.279,-2.45,-1.705,-1.633,-0.567,-0.671,0.231,0.27,0.27,-0.444,0.599,-1.139,-6559227240.681702,0.616,0.333,0.0,2.273
1625,88284,1.007,7.712,0.02,0.085,0.106,0.081,0.114,0.79,0.801,5.869,0.741,0.071,0.378,5.444,0.718,0.462,0.616
1626,76582,0.303,18.988,0.116,0.135,0.264,0.18,0.51,0.0,0.0,0.0,0.0,0.504,0.664,0.24,1.26,0.0,3.022
1627,76584,0.253,287.0,0.013,0.061,0.112,0.018,0.482,0.076,0.067,0.464,0.135,0.365,0.755,0.528,0.952,0.0,4.226
1628,76586,1.558,-4.318,-0.24,-0.228,-0.023,-0.133,0.04,0.335,0.324,-11.984,0.647,-0.506,-6559227240.681702,0.741,0.303,0.0,0.685
1629,76605,0.9592069949524183,20.591,0.114,0.141,0.285,-0.42010901806070894,0.691,1.578,1.565,2.138,0.481,0.156,0.685,-5.762,1.304,0.0,3.857438108783013
1630,76613,1.86,-6.186,-0.714,-0.471,-0.04,-1.193,0.201,0.625,0.604,-7.858,0.461,0.27,-7.464,3.313,0.546,0.0,0.683
1631,76614,0.068,109.45,0.15,0.173,0.319,0.2,0.795,0.124,0.124,0.33,0.304,0.559,0.505,0.464,0.857,0.0,16.917
1632,15452,0.719,1.581,6.413,6.493,-0.052,-0.072,0.329,0.0,0.0,0.0,0.0,-0.217,0.995,0.242,0.09,0.0,0.742
1633,15391,0.635,9.873,0.065,0.102,0.165,0.201,0.48,0.0,0.0,0.0,0.0,0.239,0.791,1.354,1.273,0.0,1.735
1634,15404,0.677,23.81,0.202,0.325,0.073,0.054,0.07,0.407,0.397,4.091,0.459,0.142,-0.973,1.435,0.149,0.0,2.033
1635,15440,0.9592069949524183,81.464,0.085,0.114,0.265,-0.42010901806070894,0.555,1.329,1.298,3.402,0.732,0.111,0.895,-5.946,0.784,0.0,3.857438108783013
1636,15390,0.1,41.676,0.099,0.11,0.409,0.356,0.82,0.176,0.022,0.261,0.024,0.038,-0.411,0.941,1.68,0.0,2.229
1637,15396,0.862,-907.39,-0.007,0.016,0.024,-0.017,0.192,0.004,0.0,0.088,0.0,-0.035,-6559227240.681702,1.115,1.107,0.0,1.443
1638,15451,0.404,-3.353,-0.851,-0.736,-0.289,-0.074,0.208,0.353,0.353,-1.129,0.65,-0.715,-6559227240.681702,0.841,0.522,0.0,1.818
1639,76978,0.266,-2.047,-0.176,-0.728,-0.033,-0.303,0.034,0.76,0.7,-15.501,0.626,0.041,-0.353,3.717,0.242,0.0,2.362
1640,15430,0.183,-18.012,-0.352,-0.291,-0.26,-0.099,0.571,0.272,0.172,-0.756,0.477,-0.569,-6559227240.681702,0.435,0.839,0.0,2.013
1641,76624,0.479,-10.082883013420306,0.01,0.127,0.107,0.008,0.473,0.032,0.0,0.214,0.0,0.375,0.808,0.402,0.633,0.0,3.633
1642,76644,2.087,-4.807,-0.018,0.025,0.057,-0.06,0.094,0.525,0.47,5.254,0.389,0.175,0.013,2.277,1.13,0.195,0.367
1643,15416,0.481,-241.52,-15.686034353749585,-15.471987031916925,-0.672,-0.439,0.0,0.195,0.152,-0.302,0.516,-2.301,-6559227240.681702,0.348,0.8067880899309279,0.18635358057792428,2.039
1644,15432,0.446,-5.82,-15.686034353749585,-15.471987031916925,-0.378,1.433,0.0,0.0,0.0,0.0,0.0,-5.983,-6559227240.681702,0.075,0.8067880899309279,0.18635358057792428,1.339
1645,15454,0.122,-16.682,-0.604,-0.539,-0.086,-0.034,0.775,0.34,0.156,-3.55,0.315,-0.241,-6559227240.681702,0.588,0.873,0.0,8.363
1646,76888,1.11,-70.667,-0.37,0.161,-0.062,-0.158,-0.021,0.367,0.359,-4.924,0.645,0.575,-1.817,0.87,0.236,0.0,0.745
1647,76837,0.496,65.796,0.029,0.129,0.127,0.03,0.36,0.356,0.333,2.314,0.626,0.193,0.147,0.798,0.614,0.0,2.015
1648,76661,0.051,377.966,0.045,0.079,0.008,0.048,0.007,0.634,0.632,64.308,0.662,0.009,0.928,2.591,0.327,0.0,30.37
1649,15410,0.135,-29.2,-0.241,-0.162,-0.174,-0.384,0.582,0.103,0.101,-0.518,0.216,0.035,-2.954,0.522,1.068,0.0,1.723
1650,15485,0.06,-10.155,-0.333,-0.291,-0.195,0.723,0.596,0.628,1.24,-1.775,0.224,-0.146,-6559227240.681702,-23.051,0.947,0.0,15.388
1651,15535,0.683,30.927,0.044,0.057,0.087,0.058,0.308,0.366,0.359,3.429,0.598,0.064,0.557,0.937,0.776,0.0,1.571
1652,15496,0.211,-310.97,-0.877,-0.838,-0.801,-1.429,0.248,0.107,0.104,-0.159,0.33,-2.03,-6559227240.681702,0.35,0.682,0.0,4.582
1653,79315,0.255,377.966,0.254,0.294,0.258,0.27,0.244,0.46,0.313,1.542,0.586,0.36,0.969,0.779,0.541,0.0,3.731
1654,76686,0.969,17.68,0.018,0.043,0.088,0.056,0.548,0.447,0.398,3.745,0.532,0.02,0.593,1.241,1.414,0.0,0.98
1655,76695,0.126,33.07,0.058,0.108,0.299,0.2,0.395,0.302,0.204,0.656,0.251,0.512,0.299,1.019,1.936,0.271,7.355
1656,15409,0.313,57.517,0.066,0.096,0.216,-0.42010901806070894,0.834,0.063,0.063,0.253,0.14,0.388,0.559,0.48,1.339,0.0,4.586
1657,76856,0.392,15.661,0.095,0.122,0.195,0.153,0.263,0.349,0.349,1.718,0.847,0.367,0.768,0.634,0.979,0.0,2.403
1658,90751,0.476,13.713,0.06,0.088,0.214,0.151,0.575,0.0,0.0,0.0,0.0,0.462,0.499,0.428,1.745,0.0,1.831
1659,15534,0.38,-9.31,-0.246,-0.215,-0.276,-0.42010901806070894,0.584,0.218,0.204,-0.805,0.414,0.193,0.051,0.619,1.223,0.0,2.639
1660,15431,0.192,-30.513,-15.686034353749585,-15.471987031916925,-0.383,-3.913,0.0,0.012,0.006,-0.04,0.122,-1.297,-6559227240.681702,0.047,0.8067880899309279,0.18635358057792428,6.172
1661,76709,0.023,39.63,0.11,0.152,0.27,1.291,0.656,1.93,0.944,2.777,0.363,0.186,0.496,46.637,1.095,0.0,41.22
1662,76934,0.825,377.966,0.019,0.064,0.07,0.02,0.424,0.0,0.0,0.0,0.0,-0.276,0.943,0.248,0.871,0.0,1.368
1663,76712,0.72,11.0,0.041,0.147,0.097,0.113,0.103,0.797,0.826,5.513,0.605,0.059,-0.12,7.832,0.393,0.0,1.355
1664,76721,0.226,32.533,0.056,0.094,0.294,0.189,0.547,0.0,0.0,0.0,0.0,0.488,0.605,0.692,2.284,0.0,5.966
1665,76684,1.17,13.041,0.172,0.231,0.021,0.064,0.039,0.526,0.133,3.358,0.02,0.019,0.911,7.651,0.043,0.348,0.795
1666,76722,0.934,7.515,0.086,0.098,0.026,0.13,0.025,0.103,0.103,1.424,0.053,0.04,0.999,2.159,0.473,0.0,0.972
1667,77007,0.534,-104.71,-0.014,-0.0,0.033,-0.115,0.953,0.431,0.416,7.359,0.341,-0.008,-6559227240.681702,2.09,2.728,0.0,1.291
1668,15585,0.226,-5.206,-0.739,-0.68,-0.437,-0.42010901806070894,0.373,0.256,0.246,-0.67,0.535,-0.293,-6559227240.681702,0.61,0.511,0.0,3.567
