,permno,bm,pe_exi,npm,cfm,roa,roe,GProf,totdebt_invcap,capital_ratio,debt_ebitda,lt_debt,cash_debt,fcf_ocf,de_ratio,at_turn,staff_sale,ptb
0,54594,1.119,-17.527,-0.037,0.036,0.029,-0.054,0.123,0.319,0.279,6.819,0.373,-0.064,-6559227240.681702,1.037,0.855,0.0,0.962
1,21020,0.151,6.059,0.119,0.157,0.191,1.471,0.325,0.929,0.851,2.188,0.399,0.074,0.132,14.358,0.888,0.225,7.032
2,11499,1.038,-384.0,-0.002,0.04,0.103,-0.003,0.216,0.418,0.379,3.222,0.434,0.07,0.929,1.405,0.722,0.0,0.904
3,81912,0.988,10.033,0.164,0.197,0.096,0.096,0.144,0.0,0.0,0.0,0.0,0.604,0.718,0.121,0.519,0.0,0.938
4,27991,1.057,17.911,0.115,0.279,0.089,0.056,0.088,0.47,0.424,2.893,0.329,0.112,-0.051,2.242,0.239,0.0,0.951
5,10517,0.575,12.038,0.044,0.451,0.633,0.092,1.151,0.3,0.27,0.352,0.433,-0.04,0.715,0.852,1.301,0.0,1.079
6,20482,0.352,26.892,0.124,0.197,0.111,0.113,0.298,0.309,0.194,1.773,0.255,0.187,0.66,0.94,0.483,0.0,3.173
7,10656,0.328,20.754,0.069,0.091,0.151,0.157,0.318,0.31,0.289,1.512,0.431,0.035,0.942,0.945,1.132,0.0,3.006
8,60038,0.753,12.701,0.045,0.063,0.12,0.126,0.508,0.401,0.401,2.773,0.654,0.117,0.247,1.023,1.333,0.0,1.342
9,10779,0.578,377.966,0.023,0.057,0.052,0.019,0.338,0.0,0.0,0.0,0.0,1.058,-0.502,0.123,0.739,0.0,1.55
10,61487,0.936,377.966,0.0,0.01,0.068,0.001,0.107,0.0,0.0,0.0,0.0,0.257,-0.074,1.007,7.591,0.0,1.001
11,61241,0.09,-2.412,-0.216,-0.173,-0.029,-3.743,0.395,1.146,1.035,-20.663,0.578,-0.027,-6559227240.681702,-51.568,1.238,0.0,12.155
12,88845,0.434,16.583,0.038,0.049,0.099,0.145,0.298,0.35,0.34,1.518,0.201,0.087,0.87,2.565,1.105,0.078,2.28
13,28222,0.297,22.128,0.129,0.228,0.159,0.155,0.223,0.519,0.353,2.095,0.393,0.242,0.338,1.387,0.562,0.0,3.439
14,11368,0.775,10.662,0.03,0.036,0.128,0.12,0.458,0.085,0.085,0.528,0.213,0.584,0.805,0.437,2.803,0.0,1.775
15,28804,0.309,13.07,0.146,0.202,0.248,0.275,0.329,0.265,0.224,0.483,0.153,0.254,0.413,1.888,0.862,0.233,3.252
16,11587,0.203,24.964,0.198,0.257,0.308,0.195,0.49,0.0,0.0,0.0,0.0,1.423,0.736,0.153,0.895,0.0,4.995
17,11691,0.458,17.987,0.057,0.098,0.197,0.15,0.284,0.541,0.513,1.499,0.35,0.16,0.857,3.015,1.166,0.0,2.418
18,11790,0.583,19.74,0.103,0.198,0.143,0.091,0.127,0.545,0.539,4.367,0.714,0.12,0.647,1.638,0.461,0.0,1.627
19,71271,1.017,14.094,0.11,0.145,0.042,0.072,0.042,0.189,0.189,1.788,0.11,0.023,0.929,2.125,0.209,0.0,0.999
20,10145,0.25,18.138,0.117,0.142,0.169,0.244,0.279,0.404,0.243,1.246,0.206,0.183,0.791,1.553,0.846,0.0,4.372
21,45911,0.197,18.739,0.245,0.305,0.365,0.281,0.462,0.0,0.0,0.0,0.0,1.772,0.567,0.177,0.974,0.0,4.66
22,24643,0.991,80.027,0.023,0.084,0.105,0.044,0.138,0.383,0.42,2.32,0.4,0.074,0.425,1.81,0.647,0.0,1.032
23,28484,1.602,-11.461,-0.155,0.382,0.078,-0.049,0.11,0.219,0.219,2.076,0.408,0.275,-1.05,0.686,0.21,0.0,0.604
24,81073,0.349,17.729,0.135,0.258,0.159,0.177,0.155,0.584,0.495,2.098,0.382,0.162,-0.172,2.566,0.449,0.0,2.835
25,47730,0.644,30.287,0.011,0.023,0.07,0.054,0.242,0.136,0.136,1.036,0.138,0.127,0.818,1.134,2.256,0.0,1.555
26,93330,0.524,13.23,0.134,0.252,0.031,0.147,0.031,0.353,0.353,1.974,0.07,0.025,0.97,7.865,0.13,0.0,1.992
27,12758,0.358,29.869,0.046,0.125,0.138,0.075,0.249,0.601,0.595,3.018,0.584,0.107,0.627,2.518,0.661,0.0,2.33
28,24109,1.044,16.649,0.103,0.234,0.09,0.061,0.089,0.591,0.498,3.803,0.399,0.108,0.046,2.493,0.276,0.0,0.982
29,59176,0.292,12.554,0.166,0.196,0.064,0.27,0.064,0.791,0.702,5.691,0.374,0.079,0.881,6.293,0.22,0.173,3.209
30,57904,0.694,5.245,0.119,0.132,0.036,0.132,0.037,0.228,0.232,1.088,0.054,0.065,1.0,5.655,0.178,0.0,1.481
31,66800,1.397,17.91,0.08,0.158,0.027,0.044,0.028,0.23,0.226,2.199,0.075,0.012,1.0,3.894,0.115,0.0,0.774
32,13507,1.775,11.068,0.084,0.101,0.014,0.052,0.014,0.026,0.026,0.363,0.006,0.029,0.892,4.249,0.126,0.0,0.59
33,49322,1.126,-22.476,-0.02,0.252,0.045,-0.02,0.052,0.756,0.844,14.931,0.818,-0.048,-6559227240.681702,6.62,0.113,0.0,0.713
34,58560,0.557,96.233,0.027,0.061,0.05,0.021,0.318,0.002,0.0,0.024,0.001,-0.261,0.929,0.281,0.642,0.0,2.09
35,13769,2.264,-5.75,-0.106,0.326,0.145,-0.072,0.209,0.629,0.487,3.169,0.57,0.164,0.25,1.665,0.274,0.0,0.423
36,13777,0.321,29.086,0.091,0.143,0.145,0.109,0.478,0.0,0.0,0.0,0.0,0.242,0.929,0.418,0.849,0.0,2.825
37,11144,0.871,77.833,0.019,0.095,0.05,0.019,0.267,0.267,0.252,3.941,0.403,-0.161,0.823,0.838,0.587,0.0,1.391
38,85257,0.317,21.522,0.151,0.187,0.168,0.152,0.237,0.363,0.31,1.602,0.469,0.228,0.899,0.956,0.618,0.0,3.233
39,14008,0.298,19.371,0.3,0.397,0.149,0.224,0.275,0.545,0.53,2.989,0.7,0.198,0.937,1.609,0.305,0.0,3.939
40,18075,1.797,-26.308,-0.016,0.031,0.026,-0.019,0.094,0.064,0.0,1.001,0.0,0.06,0.453,1.545,0.491,0.0,0.523
41,38746,2.58,-7.373,-0.107,-0.207,-0.021,-0.051,0.035,0.164,0.162,-5.832,0.364,0.219,0.887,0.53,0.312,0.0,0.383
42,60871,0.283,25.145,0.203,0.268,0.185,0.135,0.339,0.157,0.089,0.679,0.251,0.456,0.83,0.392,0.493,0.0,3.257
43,14198,0.49,33.441,0.058,0.111,0.104,0.06,0.406,0.0,0.0,0.0,0.0,0.401,0.737,0.181,0.866,0.0,1.923
44,83112,1.006,15.207,0.014,0.032,0.051,0.064,0.202,0.456,0.315,4.753,0.253,-0.007,-6559227240.681702,1.82,1.906,0.0,0.968
45,39490,0.798,-1.688,-1.258,0.875,-0.084,-0.327,-0.087,0.348,0.352,-2.479,0.455,0.304,-0.667,1.192,0.188,0.0,1.424
46,14526,0.268,23.519,0.056,0.088,0.188,0.141,0.429,0.053,0.053,0.193,0.098,0.299,0.708,0.571,1.597,0.0,3.097
47,14593,0.233,11.416,0.228,0.277,0.313,0.388,0.358,0.373,0.309,0.789,0.312,0.475,0.862,1.434,0.895,0.0,4.069
48,14702,0.394,16.67,0.143,0.181,0.145,0.177,0.283,0.415,0.305,2.202,0.434,0.151,0.815,1.011,0.678,0.0,2.777
49,11581,0.588,74.875,0.016,0.06,0.112,0.022,0.3,0.468,0.465,3.01,0.606,0.134,0.825,1.432,0.715,0.0,1.901
50,14761,0.506,15.885,0.077,0.112,0.205,0.145,0.279,0.386,0.35,1.754,0.658,0.21,0.257,0.818,1.072,0.0,2.004
51,10516,0.784,12.736,0.025,0.038,0.081,0.088,0.132,0.264,0.235,1.887,0.248,0.203,0.285,1.236,1.726,0.0,1.12
52,77595,0.961,10.642,0.02,0.054,0.152,0.087,0.148,0.237,0.188,0.954,0.218,0.254,0.491,1.06,2.281,0.471,0.86
53,29209,0.804,11.528,0.02,0.027,0.089,0.11,0.253,0.38,0.374,2.389,0.316,0.081,0.74,1.893,1.922,0.0,1.219
54,15203,1.152,103.333,0.004,0.032,0.06,0.006,0.259,0.41,0.222,4.986,0.384,0.143,0.926,0.742,0.883,0.0,0.639
55,24272,0.464,36.942,0.035,0.102,0.078,0.056,0.185,0.584,0.524,4.57,0.476,0.048,0.207,2.314,0.513,0.0,2.077
56,15537,0.676,25.351,0.046,0.067,0.105,0.064,0.52,0.0,0.0,0.0,0.0,0.138,0.66,0.171,1.221,0.0,1.591
57,15457,0.275,14.385,0.102,0.138,0.221,0.3,0.356,0.458,0.452,1.588,0.574,0.298,0.641,1.437,1.145,0.0,2.774
58,15553,0.768,19.395,0.089,0.182,0.089,0.071,0.088,0.598,0.469,3.497,0.332,0.059,0.185,2.666,0.31,0.0,1.361
59,15721,3.08,1.538,0.31,0.438,0.167,0.157,0.174,0.364,0.364,2.163,0.906,0.325,0.259,0.632,0.3,0.0,0.224
60,68830,0.936,2.898,0.104,0.164,0.156,0.126,0.205,0.0,0.0,0.0,0.0,2.145,0.735,0.176,1.038,0.0,1.052
61,85631,0.144,-49.137,-0.112,-0.054,0.035,-0.13,0.448,0.356,0.356,6.543,0.367,0.263,0.886,1.507,0.498,0.0,7.678
62,44644,0.129,28.24,0.128,0.153,0.065,0.256,0.131,0.182,0.091,0.432,0.016,0.067,0.89,6.365,0.299,0.0,8.108
63,16030,0.944,-116.45,-0.006,0.003,0.019,-0.008,0.097,0.497,0.533,23.941,0.778,-0.213,-6559227240.681702,1.467,0.567,0.0,1.004
64,44601,0.204,20.213,0.047,0.079,0.155,0.256,0.418,0.566,0.474,1.682,0.294,0.114,0.706,3.07,1.416,0.0,5.409
65,27684,0.821,10.683,0.022,0.028,0.097,0.118,0.309,0.335,0.249,1.856,0.243,0.095,0.713,1.363,2.341,0.0,1.221
66,40416,0.079,-1.607,-0.162,-0.142,0.115,-2.615,0.913,1.161,1.052,4.095,0.465,0.069,0.237,-43.563,1.441,0.0,5.469
67,16126,0.378,19.567,0.086,0.142,0.166,0.158,0.274,0.47,0.44,2.235,0.623,0.229,0.667,1.263,0.874,0.0,2.903
68,53110,0.28,15.921,0.071,0.126,0.187,0.118,0.416,0.331,0.0,1.142,0.0,0.282,0.534,0.578,1.066,0.0,3.603
69,75034,0.767,-75.656,-0.014,0.08,0.105,-0.015,0.168,0.186,0.179,1.402,0.443,0.292,0.491,0.493,0.708,0.0,1.156
70,10318,0.276,30.249,0.108,0.177,0.16,0.132,0.245,0.45,0.401,2.326,0.643,0.182,0.692,1.041,0.672,0.0,3.631
71,10239,1.235,12.919,0.097,0.209,0.039,0.066,0.039,0.05,0.0,0.475,0.0,0.04,0.549,1.804,0.256,0.0,0.741
72,57568,0.122,16.993,0.037,0.074,0.143,0.277,0.203,0.771,0.743,2.983,0.465,0.16,0.481,6.23,1.068,0.0,9.591
73,16505,1.597,3.685,0.382,0.41,0.029,0.18,0.047,0.456,0.272,2.845,0.057,0.03,0.89,6.563,0.059,0.207,0.587
74,16548,0.399,17.233,0.259,0.279,0.022,0.149,0.038,0.609,0.247,2.614,0.025,0.015,0.942,12.994,0.041,0.306,2.479
75,49656,0.832,17.844,0.174,0.27,0.022,0.075,0.039,0.526,0.343,3.64,0.056,0.013,0.88,9.264,0.04,0.384,1.265
76,46877,0.12,110.784,0.039,0.095,0.207,0.07,0.453,0.512,0.42,1.413,0.362,0.201,0.856,2.003,0.679,0.0,8.491
77,39693,0.622,15.124,0.107,0.171,0.131,0.108,0.247,0.305,0.295,1.791,0.511,0.194,0.793,0.82,0.59,0.0,1.578
78,42358,1.238,12.534,0.072,0.33,-0.011,0.064,0.193,0.179,0.0,-6.628,0.0,-0.32,-6559227240.681702,1.197,0.363,0.0,0.816
79,17137,0.555,14.667,0.045,0.067,0.135,0.113,0.93,0.067,0.048,0.351,0.09,0.357,0.389,0.557,1.572,0.0,1.555
80,27887,0.436,62.541,0.033,0.156,0.049,0.042,0.193,0.645,0.5,7.718,0.447,0.181,0.404,2.233,0.402,0.0,2.667
81,29612,0.472,14.832,0.041,0.057,0.151,0.144,0.525,0.324,0.321,1.6,0.503,0.223,0.92,0.939,1.87,0.0,2.242
82,39642,0.326,45.997,0.068,0.154,0.119,0.097,0.206,0.692,0.613,5.479,0.578,0.088,0.655,2.744,0.524,0.0,3.587
83,86242,1.067,11.375,0.031,0.076,0.093,0.075,0.218,0.504,0.468,3.672,0.505,0.055,0.749,1.744,0.934,0.0,0.68
84,65875,0.317,18.414,0.079,0.205,0.159,0.188,0.329,0.932,0.904,3.04,0.483,0.14,0.523,19.473,0.549,0.0,3.356
85,43772,0.385,18.167,0.059,0.097,0.155,0.146,0.29,0.508,0.499,2.372,0.601,0.114,0.539,1.657,1.166,0.0,2.931
86,83443,0.772,14.29,0.11,0.149,0.085,0.089,0.084,0.255,0.247,1.857,0.277,0.113,0.475,1.184,0.387,0.0,0.664
87,85914,0.385,12.688,0.021,0.038,0.15,0.179,0.683,0.265,0.216,0.738,0.137,0.189,0.613,2.016,2.78,0.0,2.244
88,61516,0.682,39.504,0.05,0.117,0.106,0.044,0.369,0.16,0.16,1.211,0.372,0.236,0.348,0.511,0.591,0.0,1.249
89,61946,0.961,125.486,0.012,0.127,0.103,0.009,0.102,0.586,0.526,3.827,0.509,0.112,-0.017,2.178,0.32,0.0,1.333
90,49373,0.22,19.946,0.153,0.208,0.23,0.319,0.414,0.473,0.395,1.006,0.296,0.234,0.86,2.206,0.831,0.354,4.288
91,65154,0.548,-15.571,-0.036,0.016,0.131,-0.167,0.366,0.779,0.75,3.932,0.613,0.129,0.195,4.897,1.114,0.0,3.213
92,18570,0.321,58.864,0.012,0.072,0.121,0.041,0.262,0.579,0.579,3.558,0.691,0.158,0.504,1.99,1.284,0.314,2.728
93,19561,0.077,18.21,0.058,0.077,0.103,0.602,0.17,0.562,0.537,0.905,0.094,0.098,0.778,12.313,0.985,0.0,14.373
94,52230,0.148,18.131,0.07,0.08,0.375,0.35,1.266,0.001,0.001,0.002,0.002,0.51,0.814,0.687,2.982,0.0,6.215
95,12437,2.761,-4.702,-0.04,0.022,0.061,-0.068,0.095,0.223,0.223,2.017,0.226,0.066,0.112,1.272,0.805,0.0,0.33
96,60898,0.37,40.686,0.077,0.131,0.103,0.061,0.133,0.0,0.0,0.0,0.0,0.6,0.843,0.216,0.717,0.476,1.931
97,18973,0.498,143.625,0.007,0.04,0.116,0.013,0.534,0.314,0.263,1.992,0.456,0.196,0.833,0.784,1.043,0.0,1.887
98,19271,0.431,5.118,0.118,0.142,0.165,0.507,0.663,0.02,0.016,0.066,0.014,0.188,0.812,1.113,1.955,0.0,2.216
99,17961,0.624,18.602,0.023,0.05,0.098,0.069,0.295,0.334,0.277,1.895,0.254,0.167,0.328,1.508,1.284,0.0,1.434
100,19393,0.153,64.896,0.107,0.136,0.108,0.117,0.41,0.337,0.313,2.097,0.396,0.168,0.595,1.152,0.505,0.0,7.611
101,29946,0.071,12.219,0.22,0.237,0.259,0.333,0.519,0.497,0.359,1.247,0.397,0.266,0.818,1.411,0.73,0.0,7.645
102,10866,0.45,13.684,0.033,0.054,0.148,0.157,0.867,0.273,0.261,1.127,0.285,0.176,0.585,1.237,2.039,0.0,1.95
103,10874,0.297,20.449,0.058,0.08,0.159,0.19,0.382,0.27,0.268,0.926,0.24,0.121,0.577,1.519,1.31,0.0,3.552
104,55597,0.795,15.217,0.034,0.068,0.112,0.08,0.304,0.46958902333008073,0.31711893395296437,9543569931394.81,0.2928816810750603,-0.11520414454104635,0.392,0.656,1.42,0.0,1.173
105,19880,0.955,59.931,0.006,0.044,0.088,0.019,0.161,0.544,0.509,3.854,0.471,0.134,0.823,2.202,1.306,0.0,1.15
106,10890,0.9592069949524183,-11.276,-0.016,0.041,0.088,-0.42010901806070894,0.349,0.46958902333008073,-0.19,1.297,0.064,0.032,0.561,-2.489,1.433,0.0,3.857438108783013
107,20117,0.504,-104.6,-0.019,0.119,0.085,-0.019,0.326,0.29,0.239,2.39,0.384,0.17,0.553,0.818,0.644,0.0,2.098
108,45655,1.442,-4.63,-0.028,-0.019,0.045,-0.104,0.54,0.01,0.0,0.151,0.0,0.151,-8.714,0.402,2.758,0.0,0.548
109,64186,0.339,17.911,0.057,0.073,0.078,0.193,0.077,0.331,0.311,1.229,0.11,0.044,0.786,4.085,0.654,0.0,3.202
110,67838,1.118,16.034,0.053,0.078,0.112,0.062,0.351,0.0,0.0,0.0,0.0,0.841,0.81,0.171,1.002,0.0,0.964
111,47626,1.299,12.736,0.082,0.091,0.019,0.059,0.019,0.172,0.166,2.384,0.058,0.034,0.921,3.441,0.164,0.0,0.775
112,20336,0.971,-115.67,-0.002,0.005,0.019,-0.01,0.422,0.0,0.0,0.0,0.0,-0.085,-6559227240.681702,1.399,1.914,0.0,1.335
113,62148,0.786,4.303,0.163,0.26,0.148,0.099,0.146,0.467,0.462,2.025,0.444,0.153,0.212,1.932,0.365,0.267,1.217
114,28564,0.489,21.512,0.071,0.112,0.138,0.092,0.309,0.222,0.222,1.286,0.467,0.194,0.745,0.61,0.817,0.0,1.948
115,86290,0.481,-126.0,-0.011,0.01,0.122,-0.015,0.391,0.124,0.104,0.815,0.281,0.095,0.856,0.412,0.902,0.0,1.914
116,46690,0.656,-7.728,-0.117,-0.051,0.131,-0.203,0.259,0.425,0.435,2.117,0.567,0.292,0.717,1.356,0.802,0.0,1.978
117,20512,0.961,17.605,0.039,0.059,0.093,0.08,0.346,0.432,0.416,3.532,0.575,0.126,0.902,1.239,1.019,0.0,1.305
118,20670,0.29,377.966,0.068,0.111,0.168,0.119,0.348,0.298,0.297,1.711,0.556,0.559,0.834,0.758,0.945,0.0,4.136
119,20750,0.83,23.27,0.082,0.189,0.073,0.057,0.071,0.514,0.4,3.393,0.259,0.082,-0.135,2.567,0.262,0.0,1.267
120,25320,0.119,26.949,0.076,0.119,0.183,0.295,0.38,1.005,0.626,2.704,0.379,0.176,0.679,4.423,1.002,0.0,8.685
121,69796,0.277,29.491,0.156,0.192,0.127,0.15,0.195,0.563,0.549,3.861,0.764,0.117,0.419,1.594,0.41,0.0,3.545
122,21371,0.257,22.43,0.012,0.017,0.102,0.21,0.211,0.44,0.415,1.677,0.196,0.106,0.857,3.612,3.657,0.0,4.515
123,27334,0.417,20.203,0.084,0.12,0.159,0.129,0.278,0.251,0.239,1.239,0.437,0.19,0.846,0.716,0.886,0.0,2.439
124,20618,0.975,29.106,0.025,0.083,0.092,0.034,0.149,0.312,0.308,2.261,0.385,0.179,0.543,1.154,0.723,0.0,1.042
125,21742,0.329,21.394,0.03,0.053,0.224,0.184,0.618,0.488,0.478,1.56,0.525,0.214,0.07,1.744,2.907,0.0,3.446
126,30402,0.921,-0.289,-0.177,-0.151,-0.067,-0.888,0.297,0.769,0.767,-8.093,0.693,-0.172,-6559227240.681702,4.757,1.324,0.0,0.778
127,18542,0.418,12.289,0.067,0.12,0.122,0.192,0.213,0.883,0.617,3.793,0.41,0.119,0.526,3.919,0.612,0.207,2.489
128,11267,0.387,16.009,0.064,0.087,0.186,0.163,0.633,0.0,0.0,0.0,0.0,0.515,0.649,0.543,1.619,0.0,2.363
129,89792,0.588,28.827,0.041,0.046,0.091,0.077,0.269,0.175,0.155,1.471,0.314,0.141,0.949,0.585,1.251,0.0,2.087
130,86474,0.7,44.0,0.029,0.059,0.068,0.035,0.38,0.0,0.0,0.0,0.0,0.029,-0.214,0.223,1.071,0.0,1.394
131,64557,0.811,23.84,0.108,0.229,0.104,0.052,0.104,0.449,0.437,2.903,0.473,0.122,0.591,1.643,0.284,0.0,1.209
132,60599,1.293,19.354,0.041,0.28,0.137,0.038,0.204,0.601,0.57,2.989,0.56,0.148,0.429,2.367,0.362,0.0,0.768
133,90011,0.779,62.918,0.006,0.029,0.093,0.022,0.092,0.192,0.181,1.358,0.252,0.221,0.66,0.879,2.021,0.0,1.379
134,22825,0.183,50.52,0.088,0.131,0.197,0.124,0.482,0.205,0.205,0.917,0.51,0.333,0.791,0.507,0.966,0.0,5.742
135,22921,0.958,-25.08,-0.018,0.025,0.079,-0.033,0.414,0.248,0.244,1.747,0.248,0.16,0.392,1.298,0.888,0.0,0.912
136,64194,0.231,23.703,0.072,0.095,0.254,0.226,0.507,0.245,0.234,0.682,0.352,0.27,0.756,0.868,1.723,0.0,4.882
137,47896,0.979,11.249,0.237,0.286,0.022,0.112,0.036,1.008,0.56,9.722,0.134,0.016,1.0,9.491,0.04,0.295,1.107
138,23182,0.651,19.912,0.09,0.163,0.118,0.09,0.113,0.534,0.322,2.419,0.254,0.131,-0.146,1.871,0.5,0.0,1.642
139,88208,0.652,-363.24,-46.806,-44.966,-0.333,-0.734,-0.361,0.257,0.142,-0.393,0.149,-0.63,-6559227240.681702,1.115,0.008,0.0,1.793
140,14541,1.191,19.514,0.063,0.226,0.082,0.049,0.108,0.176,0.154,1.475,0.253,0.287,-0.483,0.718,0.51,0.0,0.958
141,30509,1.139,12.947,0.048,0.083,0.129,0.064,0.312,0.0,0.0,0.0,0.0,0.73,0.5,0.139,1.22,0.0,0.814
142,23297,0.9592069949524183,15.369,0.065,0.113,0.315,9.144,0.403,1.068,1.058,2.137,0.635,0.243,0.639,-28.936,2.045,0.31,3.857438108783013
143,59192,0.588,-10.082883013420306,0.145,0.149,0.055,0.124,0.06,0.169,0.169,1.161,0.095,0.062,0.973,2.152,0.274,0.0,1.84
144,23393,0.232,14.007,0.12,0.15,0.179,0.163,0.373,0.41,0.266,1.447,0.318,0.237,0.854,1.138,0.789,0.0,4.374
145,79026,0.39,9.625,0.039,0.136,0.121,0.052,0.159,0.484,0.473,2.671,0.416,0.085,0.854,2.157,0.483,0.0,2.564
146,47677,0.9592069949524183,15.385,0.218,0.366,0.166,-0.42010901806070894,0.306,1.487,1.475,5.302,0.722,0.071,-0.79,-4.303,0.72,0.0,3.857438108783013
147,23660,0.214,26.014,0.09,0.122,0.197,0.175,0.492,0.401,0.381,1.487,0.535,0.257,0.631,1.151,1.059,0.0,4.929
148,23975,0.439,17.371,0.095,0.133,0.143,0.12,0.297,0.272,0.271,1.544,0.537,0.2,0.569,0.693,0.804,0.0,2.005
149,27422,0.9592069949524183,0.432,0.26,-0.395,0.071,-0.42010901806070894,0.128,2.517,2.633,12.551,0.661,0.073,0.443,-2.439,0.958,0.0,3.857438108783013
150,46578,0.014,26.368,0.111,0.141,0.281,2.057,0.623,1.157,0.898,1.917,0.44,0.216,0.841,19.928,1.327,0.0,41.954
151,11995,0.208,29.485,0.027,0.066,0.113,0.17,0.567,0.715,0.723,3.372,0.4,0.078,-0.114,6.508,1.324,0.0,3.493
152,11308,0.179,27.538,0.152,0.196,0.13,0.191,0.317,0.826,0.461,3.618,0.381,0.173,0.777,2.245,0.489,0.0,6.007
153,24441,2.427,-0.224,-1.837,-1.602,-0.721,-0.996,-0.811,0.457,0.434,-0.375,0.497,0.055,-0.226,1.545,0.379,0.0,0.362
154,24476,0.609,21.278,0.095,0.136,0.139,0.094,0.379,0.0,0.0,0.0,0.0,0.721,0.822,0.217,0.815,0.0,1.971
155,30648,0.955,36.576,0.03,0.056,0.074,0.034,0.322,0.0,0.0,0.0,0.0,0.193,0.895,0.414,0.877,0.0,1.287
156,14055,0.05,-8.944,-2.745,-2.687,-0.313,-1.091,-0.085,0.0,0.0,0.0,0.0,-0.493,-6559227240.681702,3.089,0.127,0.0,27.279
157,18729,0.009,24.674,0.151,0.189,0.334,2.153,0.747,0.937,0.912,1.431,0.477,0.273,0.76,21.766,1.215,0.0,41.954
158,82542,0.442,14.443,0.111,0.164,0.22,0.173,0.393,0.262,0.22,0.935,0.419,0.396,0.935,0.671,0.946,0.0,2.342
159,89525,0.607,8.845,0.111,0.139,0.154,0.095,0.154,0.49,0.457,1.951,0.418,0.161,0.555,2.019,0.459,0.0,1.618
160,25081,1.047,13.943,0.201,0.245,0.02,0.074,0.037,0.286,0.263,2.135,0.043,0.01,0.851,8.302,0.04,0.374,0.97
161,25129,0.524,10.906,0.237,0.279,0.025,0.12,0.044,0.787,0.042,3.266,0.005,0.017,0.909,9.174,0.046,0.35,1.865
162,70519,1.391,11.655,0.162,0.206,0.018,0.07,0.018,1.109,0.489,14.347,0.129,0.028,0.951,7.442,0.048,0.265,0.75
163,30680,0.757,9.993,0.027,0.049,0.12,0.116,0.256,0.52,0.492,3.184,0.622,0.153,0.619,1.556,1.683,0.0,1.16
164,25452,1.092,-54.526,-0.046,-0.016,-0.056,-0.058,0.367,0.027,0.0,-0.391,0.002,0.853,0.542,0.207,1.093,0.0,0.854
165,25487,0.604,11.305,0.04,0.287,0.163,0.122,0.221,0.962,0.956,4.337,0.721,0.158,0.178,29.966,0.46,0.0,1.334
166,25778,0.487,17.0,0.181,0.273,0.14,0.129,0.322,0.212,0.192,0.975,0.261,0.183,0.957,0.908,0.377,0.0,2.041
167,40125,0.355,-26.569,-0.023,0.121,0.057,-0.053,0.167,0.539,0.375,4.455,0.257,0.198,0.737,2.335,0.723,0.0,1.503
168,26084,1.184,20.688,0.013,0.019,0.101,0.045,0.443,0.022,0.022,0.151,0.044,0.112,0.813,0.503,2.278,0.0,1.106
169,26201,1.023,16.882,0.066,0.108,0.089,0.048,0.294,0.0,0.0,0.0,0.0,0.3,0.897,0.172,0.628,0.0,0.813
170,56274,0.186,24.23,0.067,-0.001,0.081,0.138,0.167,0.709,0.608,5.426,0.529,0.114,0.644,2.931,0.635,0.0,5.427
171,79618,0.199,-33.632,-0.038,-0.004,-0.035,-0.138,0.262,0.0,0.0,0.0,0.0,0.292,-1.668,0.418,2.306,0.0,3.771
172,13625,0.272,59.889,0.049,0.081,0.128,0.076,0.568,0.0,0.0,0.0,0.0,0.626,0.861,0.577,0.932,0.0,3.93
173,26463,0.673,18.541,0.239,0.379,0.059,0.087,0.058,0.472,0.451,4.682,0.375,0.066,-0.186,2.189,0.139,0.0,1.547
174,89317,1.858,128.75,0.042,0.298,0.014,0.007,0.014,0.685,0.754,46.812,0.851,-0.042,-6559227240.681702,3.592,0.096,0.0,0.431
175,11404,1.155,17.139,0.087,0.175,0.078,0.05,0.076,0.539,0.478,3.883,0.369,0.089,0.264,2.478,0.285,0.0,0.832
176,26650,0.565,30.825,0.106,0.263,0.041,0.02,0.066,0.492,0.495,10.983,0.74,0.077,-7.98,1.325,0.104,0.0,1.874
177,23229,0.607,19.398,0.077,0.188,0.102,0.092,0.101,0.731,0.68,4.522,0.528,0.093,0.184,4.024,0.348,0.0,1.688
178,30840,1.883,-299.0,-0.001,0.018,0.031,-0.002,0.314,0.113,0.0,2.401,0.0,0.017,-3.828,0.565,1.83,0.0,0.521
179,91983,0.634,-85.111,-0.029,0.575,0.144,-0.014,0.158,0.58,0.58,3.067,0.644,0.33,-0.601,2.144,0.222,0.0,1.252
180,27430,0.418,9.369,0.078,0.121,0.166,0.266,0.278,0.267,0.251,0.762,0.192,0.199,0.544,1.74,1.216,0.0,2.28
181,65541,0.367,32.415,0.113,0.221,0.124,0.076,0.287,0.357,0.293,2.435,0.619,0.219,0.378,0.67,0.403,0.0,2.401
182,59248,0.515,42.117,0.112,0.202,0.048,0.048,0.128,0.315,0.248,4.78,0.432,0.208,0.597,0.764,0.279,0.0,2.124
183,22293,0.873,12.026,0.227,0.354,0.095,0.11,0.167,0.148,0.145,1.281,0.418,0.56,0.569,0.406,0.314,0.0,1.222
184,27562,0.177,17.863,0.06,0.086,0.229,0.279,0.324,0.419,0.419,1.17,0.421,0.322,0.695,1.713,1.902,0.349,5.22
185,20204,0.422,12.826,0.079,0.103,0.134,0.191,0.303,0.473,0.413,1.865,0.32,0.111,0.851,2.205,0.817,0.0,2.435
